ANO4,TRIMESTRE,PROVINCIA,label_provincia,term,estimate,std.error,statistic,p.value
2017,1er Trimestre,Córdoba,Córdoba,(Intercept),2.836848679684547,0.08640650146247764,32.83142624304098,1.0288259023958845e-148
2017,1er Trimestre,Córdoba,Córdoba,anios_escolaridad,0.07581829124639836,0.004776872741017311,15.871951244456149,2.5740311978913935e-49
2017,1er Trimestre,Córdoba,Córdoba,experiencia,0.038738779989081706,0.005530577954139086,7.004472283062133,5.395029851943845e-12
2017,1er Trimestre,Córdoba,Córdoba,experiencia2,-5.925367390855247e-4,1.1100793425601411e-4,-5.337787276709212,1.2375970652571818e-7
2017,1er Trimestre,Córdoba,Córdoba,sexo2,-0.0632514393593442,0.041572540760668124,-1.5214715820108482,0.1285504756011177
2017,1er Trimestre,Formosa,Formosa,(Intercept),2.6186521197182513,0.13991847907796004,18.715555922096506,4.568616901464455e-52
2017,1er Trimestre,Formosa,Formosa,anios_escolaridad,0.08848909946916901,0.009047353236732739,9.780661498867815,9.461882200303947e-20
2017,1er Trimestre,Formosa,Formosa,experiencia,0.032678545216948796,0.008484346014826585,3.8516280641834157,1.4395542918996943e-4
2017,1er Trimestre,Formosa,Formosa,experiencia2,-2.757935400620184e-4,1.762797931741722e-4,-1.564521577294581,0.11876719031970263
2017,1er Trimestre,Formosa,Formosa,sexo2,-0.24744004497429611,0.05884082672738604,-4.205244194149487,3.462534153793297e-5
2017,1er Trimestre,Neuquén,Neuquén,(Intercept),2.9594833999941526,0.1637784396027958,18.07004271851441,5.886498689958953e-41
2017,1er Trimestre,Neuquén,Neuquén,anios_escolaridad,0.08774140541399088,0.009987861854322558,8.784803664061299,1.9389320252817556e-15
2017,1er Trimestre,Neuquén,Neuquén,experiencia,0.02831141392311159,0.010079127770109816,2.808915073690263,0.0055714447526857705
2017,1er Trimestre,Neuquén,Neuquén,experiencia2,-3.675906764629713e-4,2.088767324166087e-4,-1.7598450158144208,0.08028722606271108
2017,1er Trimestre,Neuquén,Neuquén,sexo2,-0.020457183092307315,0.06454508172426351,-0.3169441039628762,0.7516866786146212
2017,1er Trimestre,Santiago del Estero,Santiago del Estero,(Intercept),2.2017628952285992,0.1328244114792882,16.57649275993162,1.1974002381544428e-45
2017,1er Trimestre,Santiago del Estero,Santiago del Estero,anios_escolaridad,0.08630867396152286,0.008688505594661748,9.93366155102107,1.3875741867318876e-20
2017,1er Trimestre,Santiago del Estero,Santiago del Estero,experiencia,0.03789266640793454,0.00729925001725584,5.19130956171581,3.6012056609604196e-7
2017,1er Trimestre,Santiago del Estero,Santiago del Estero,experiencia2,-4.617784675952278e-4,1.4532186048045752e-4,-3.1776256240355973,0.0016210487203529495
2017,1er Trimestre,Santiago del Estero,Santiago del Estero,sexo2,-0.150242077500016,0.05835367572772355,-2.574680611398687,0.010455731216115467
2017,1er Trimestre,Jujuy,Jujuy,(Intercept),2.4644986122776333,0.135322071070954,18.212096465663848,3.153393187701094e-55
2017,1er Trimestre,Jujuy,Jujuy,anios_escolaridad,0.08824277999423352,0.008526282504648819,10.349502253311519,1.525466548464532e-22
2017,1er Trimestre,Jujuy,Jujuy,experiencia,0.026366635956066507,0.006284718676514981,4.195356596404949,3.316958537051727e-5
2017,1er Trimestre,Jujuy,Jujuy,experiencia2,-1.365878604301491e-4,1.1370835431276784e-4,-1.2012121823032331,0.23033632503724336
2017,1er Trimestre,Jujuy,Jujuy,sexo2,-0.036689634115265546,0.054610048472148884,-0.67184767532256,0.5020448562566837
2017,1er Trimestre,Santa Cruz,Santa Cruz,(Intercept),3.1254668540404995,0.2009828854574977,15.550910451534188,4.324225896303219e-37
2017,1er Trimestre,Santa Cruz,Santa Cruz,anios_escolaridad,0.08320622441505346,0.012405300851666417,6.707312092626619,1.7094657237157333e-10
2017,1er Trimestre,Santa Cruz,Santa Cruz,experiencia,0.043179601720441156,0.012578153800627587,3.43290457446042,7.156449035651065e-4
2017,1er Trimestre,Santa Cruz,Santa Cruz,experiencia2,-5.919476802186173e-4,2.521564064143809e-4,-2.34754170491247,0.019801985025993767
2017,1er Trimestre,Santa Cruz,Santa Cruz,sexo2,-0.05398033499899659,0.08428008526591971,-0.6404874274708949,0.5225346310857315
2017,1er Trimestre,Catamarca,Catamarca,(Intercept),2.153296732017458,0.1314098829075381,16.386109509986767,1.4704981786122727e-47
2017,1er Trimestre,Catamarca,Catamarca,anios_escolaridad,0.10618240537389308,0.008456864320479655,12.555765511899645,3.6479527582100426e-31
2017,1er Trimestre,Catamarca,Catamarca,experiencia,0.03584536490017464,0.008129636157409852,4.409221299221732,1.3022329023739225e-5
2017,1er Trimestre,Catamarca,Catamarca,experiencia2,-3.03185971339501e-4,1.761832944731687e-4,-1.720855386693168,0.08597216509206741
2017,1er Trimestre,Catamarca,Catamarca,sexo2,-0.0355725921628295,0.0571978881672512,-0.6219214258192959,0.5343120325082913
2017,1er Trimestre,Salta,Salta,(Intercept),2.1630575236543157,0.10665336829966225,20.281192784993042,2.7146119276720454e-72
2017,1er Trimestre,Salta,Salta,anios_escolaridad,0.11274841707286254,0.007256399888712582,15.53778992365678,5.402682877870057e-47
2017,1er Trimestre,Salta,Salta,experiencia,0.032467596977397935,0.005643438746238246,5.753158391067839,1.309538027936337e-8
2017,1er Trimestre,Salta,Salta,experiencia2,-3.4492907492123225e-4,1.1280533675097189e-4,-3.0577372033620605,0.0023151247182306854
2017,1er Trimestre,Salta,Salta,sexo2,-0.14248516600114475,0.047732075866506615,-2.9851030656960376,0.0029336444277935345
2017,1er Trimestre,La Rioja,La Rioja,(Intercept),2.6728669805194643,0.1408205920308462,18.980654334516526,2.4582099080509646e-56
2017,1er Trimestre,La Rioja,La Rioja,anios_escolaridad,0.08186033618042692,0.00847686750011843,9.656908779013385,8.575826078514282e-20
2017,1er Trimestre,La Rioja,La Rioja,experiencia,0.03521213137722387,0.008294324344695646,4.2453284817277,2.773916953521526e-5
2017,1er Trimestre,La Rioja,La Rioja,experiencia2,-3.606087914553035e-4,1.7549667917055254e-4,-2.0547898294124063,0.040612639102392954
2017,1er Trimestre,La Rioja,La Rioja,sexo2,-0.1316715524813107,0.05598883288280786,-2.3517466912896174,0.01921776597083413
2017,1er Trimestre,San Luis,San Luis,(Intercept),2.536919465455807,0.11323631691859767,22.40376174791631,6.451787141350651e-70
2017,1er Trimestre,San Luis,San Luis,anios_escolaridad,0.10429185046661152,0.007602277398105289,13.718501049778071,1.1614195267603665e-34
2017,1er Trimestre,San Luis,San Luis,experiencia,0.02903946766826263,0.006027018259514565,4.818214649079487,2.14992412617104e-6
2017,1er Trimestre,San Luis,San Luis,experiencia2,-3.122883667086042e-4,1.1352857332205544e-4,-2.750746861080613,0.006250675512582551
2017,1er Trimestre,San Luis,San Luis,sexo2,-0.2542062544662695,0.04856699646327028,-5.234135791339657,2.842926257247291e-7
2017,1er Trimestre,San Juan,San Juan,(Intercept),2.863175939193379,0.128417807909579,22.295785808845036,2.246314638392058e-72
2017,1er Trimestre,San Juan,San Juan,anios_escolaridad,0.06768275189754396,0.008200247469047224,8.253745042819778,2.1997859319764552e-15
2017,1er Trimestre,San Juan,San Juan,experiencia,0.02044287451459865,0.0077292369330087245,2.644876162004384,0.008490727639752206
2017,1er Trimestre,San Juan,San Juan,experiencia2,-1.3980689467105924e-4,1.5855070066622063e-4,-0.8817803647893007,0.3784199075313984
2017,1er Trimestre,San Juan,San Juan,sexo2,-0.038816773310183066,0.055110349722664306,-0.7043463433914582,0.4816229141809456
2017,1er Trimestre,Tucumán,Tucumán,(Intercept),2.596650808623813,0.11650490427233401,22.28790989393938,1.2027259321052369e-79
2017,1er Trimestre,Tucumán,Tucumán,anios_escolaridad,0.08612486948388155,0.007222542715286225,11.924452769466033,1.9937400149421926e-29
2017,1er Trimestre,Tucumán,Tucumán,experiencia,0.024957263436460382,0.0067352198490041185,3.705486085973958,2.3151464567660058e-4
2017,1er Trimestre,Tucumán,Tucumán,experiencia2,-1.1323022833805235e-4,1.3513993540026822e-4,-0.8378739267758123,0.4024520877428672
2017,1er Trimestre,Tucumán,Tucumán,sexo2,-0.04381375785871444,0.05219982792740695,-0.8393467871128845,0.4016260011122209
2017,1er Trimestre,La Pampa,La Pampa,(Intercept),2.492026505570427,0.17810988013983714,13.991511889255632,1.740830763956356e-30
2017,1er Trimestre,La Pampa,La Pampa,anios_escolaridad,0.1204060248370549,0.011042686015492967,10.903689977974958,1.5762277723004873e-21
2017,1er Trimestre,La Pampa,La Pampa,experiencia,0.028816294983780917,0.009787008615193526,2.9443414343220247,0.003668537692218857
2017,1er Trimestre,La Pampa,La Pampa,experiencia2,-1.503584800933764e-4,1.9168538084416052e-4,-0.7844024381578544,0.4338466477187899
2017,1er Trimestre,La Pampa,La Pampa,sexo2,-0.25519484963024064,0.07242730104340964,-3.52346209169507,5.41364167365614e-4
2017,1er Trimestre,Tierra del Fuego,Tierra del Fuego,(Intercept),3.9085816018300945,0.1248430563313546,31.3079615053324,2.71559037125973e-106
2017,1er Trimestre,Tierra del Fuego,Tierra del Fuego,anios_escolaridad,0.06607731898919401,0.007665659356159921,8.619913293707217,1.94947120824658e-16
2017,1er Trimestre,Tierra del Fuego,Tierra del Fuego,experiencia,0.011984014930056741,0.006560911719865683,1.8265776833683844,0.06856454166060877
2017,1er Trimestre,Tierra del Fuego,Tierra del Fuego,experiencia2,-1.2120548039492419e-4,1.3656247870220473e-4,-0.8875459902806186,0.3753584852994155
2017,1er Trimestre,Tierra del Fuego,Tierra del Fuego,sexo2,-0.17950255065578433,0.04463237193163191,-4.021801730160056,6.996034479225981e-5
2017,1er Trimestre,Ciudad Autónoma de Buenos Aires,CABA,(Intercept),3.1522513849403793,0.11741391139567604,26.84734157537372,1.6796603374302061e-102
2017,1er Trimestre,Ciudad Autónoma de Buenos Aires,CABA,anios_escolaridad,0.07623020805236551,0.00675688640484979,11.28185431645719,9.970608919677289e-27
2017,1er Trimestre,Ciudad Autónoma de Buenos Aires,CABA,experiencia,0.016907117120323015,0.0051030083892268955,3.3131666324547115,9.82334217591883e-4
2017,1er Trimestre,Ciudad Autónoma de Buenos Aires,CABA,experiencia2,-1.3333324991345746e-4,9.690759923001465e-5,-1.3758802299599318,0.1694116821564973
2017,1er Trimestre,Ciudad Autónoma de Buenos Aires,CABA,sexo2,-0.08980685468964954,0.046028716347564676,-1.9511049148430382,0.05154553011071913
2017,2do Trimestre,Buenos Aires,Buenos Aires,(Intercept),3.0295664461569416,0.04529077053071483,66.89147503247668,0
2017,2do Trimestre,Buenos Aires,Buenos Aires,anios_escolaridad,0.07842138079207048,0.0028511711876475004,27.50497098589717,1.7555776216840185e-150
2017,2do Trimestre,Buenos Aires,Buenos Aires,experiencia,0.027664950962109348,0.0023865621591607216,11.591967490106454,1.6927234895906433e-30
2017,2do Trimestre,Buenos Aires,Buenos Aires,experiencia2,-3.3728978486635556e-4,4.616502737861912e-5,-7.3061753456810035,3.4114930851338675e-13
2017,2do Trimestre,Buenos Aires,Buenos Aires,sexo2,-0.11896481951042444,0.01958174253074365,-6.075292805206062,1.3750181426774625e-9
2017,2do Trimestre,Córdoba,Córdoba,(Intercept),3.135001962503219,0.06921274236004347,45.295156001693925,2.1594371645241688e-250
2017,2do Trimestre,Córdoba,Córdoba,anios_escolaridad,0.07260535254189295,0.003997278106202353,18.163698049739214,2.021653009932855e-64
2017,2do Trimestre,Córdoba,Córdoba,experiencia,0.020291589100294802,0.004196583434964451,4.8352640701081855,1.5255414620910032e-6
2017,2do Trimestre,Córdoba,Córdoba,experiencia2,-1.8993100961027016e-4,8.695896147195582e-5,-2.184145330110948,0.02916951846959849
2017,2do Trimestre,Córdoba,Córdoba,sexo2,-0.12177137280189097,0.0321795684137045,-3.7841207575062286,1.6286653289827893e-4
2017,2do Trimestre,Mendoza,Mendoza,(Intercept),2.7162936466999024,0.10550864513383522,25.744749572457767,5.067069812735878e-96
2017,2do Trimestre,Mendoza,Mendoza,anios_escolaridad,0.07739883896621852,0.0069703153322451476,11.104065637915445,5.993508404675576e-26
2017,2do Trimestre,Mendoza,Mendoza,experiencia,0.043841117444932146,0.005998170968860364,7.30908099694628,9.719343325780073e-13
2017,2do Trimestre,Mendoza,Mendoza,experiencia2,-6.22975738387922e-4,1.1819946634146383e-4,-5.270546117257595,1.9682214414890006e-7
2017,2do Trimestre,Mendoza,Mendoza,sexo2,-0.14432087353048356,0.048127271682140545,-2.998733742557846,0.0028357296482998265
2017,2do Trimestre,Corrientes,Corrientes,(Intercept),2.295390559246191,0.1546626167351363,14.841275853861353,9.6030480169381e-38
2017,2do Trimestre,Corrientes,Corrientes,anios_escolaridad,0.08661718508573205,0.009475332817968063,9.141334320360755,9.581239974846173e-18
2017,2do Trimestre,Corrientes,Corrientes,experiencia,0.03943423524442561,0.00921303388665677,4.280265950344347,2.5144417089782947e-5
2017,2do Trimestre,Corrientes,Corrientes,experiencia2,-4.2966769254623407e-4,1.9199260878410222e-4,-2.2379387168461267,0.025958771547976402
2017,2do Trimestre,Corrientes,Corrientes,sexo2,-0.1855173063440727,0.06533791601420723,-2.839351446466909,0.004829305533000093
2017,2do Trimestre,Misiones,Misiones,(Intercept),2.371382714468224,0.128316804576079,18.480687095525603,3.176383037120541e-55
2017,2do Trimestre,Misiones,Misiones,anios_escolaridad,0.1081822401839461,0.008112231154494862,13.335694967716,1.0945832285409325e-33
2017,2do Trimestre,Misiones,Misiones,experiencia,0.03201242281189013,0.007773221876504208,4.118295260380092,4.66223732291868e-5
2017,2do Trimestre,Misiones,Misiones,experiencia2,-2.752558099180784e-4,1.6147706870948107e-4,-1.7046123769641903,0.08906315259130927
2017,2do Trimestre,Misiones,Misiones,sexo2,-0.11383541049334914,0.05552632961845719,-2.0501158869234852,0.041021227920780855
2017,2do Trimestre,Chaco,Chaco,(Intercept),2.664443625075929,0.1274054072632242,20.913112577483403,4.9876462908741753e-64
2017,2do Trimestre,Chaco,Chaco,anios_escolaridad,0.07599434026124254,0.008370947010693216,9.078344441096789,7.534213760478734e-18
2017,2do Trimestre,Chaco,Chaco,experiencia,0.030430907375081123,0.007637116310794571,3.9846070344730773,8.191834474430503e-5
2017,2do Trimestre,Chaco,Chaco,experiencia2,-3.365199827373548e-4,1.6191346293549825e-4,-2.0783940793818663,0.038384967596365595
2017,2do Trimestre,Chaco,Chaco,sexo2,-0.0044515771884588795,0.053840245721498814,-0.08268121976050587,0.9341512270681156
2017,2do Trimestre,Chubut,Chubut,(Intercept),3.1321312838129622,0.09899199332321085,31.640248657146348,1.2119277529645226e-135
2017,2do Trimestre,Chubut,Chubut,anios_escolaridad,0.08963585354083152,0.005971269659159523,15.01118834975677,3.4654337650711447e-44
2017,2do Trimestre,Chubut,Chubut,experiencia,0.03173722417148644,0.005427771129173143,5.84719278248588,7.773131504223449e-9
2017,2do Trimestre,Chubut,Chubut,experiencia2,-2.75533817390099e-4,1.0269384743980721e-4,-2.68306061423592,0.0074730672182023354
2017,2do Trimestre,Chubut,Chubut,sexo2,-0.2509589446719567,0.041147072024234684,-6.099071752277966,1.79216982196821e-9
2017,2do Trimestre,Santa Fe,Santa Fe,(Intercept),2.9522823297053487,0.06542911341592686,45.121845239411414,1.2712090593890926e-261
2017,2do Trimestre,Santa Fe,Santa Fe,anios_escolaridad,0.08660527332266675,0.004000617447712828,21.647976707240375,4.099318248490382e-88
2017,2do Trimestre,Santa Fe,Santa Fe,experiencia,0.026124562660271414,0.003704769903958522,7.05160194492983,2.965576261209226e-12
2017,2do Trimestre,Santa Fe,Santa Fe,experiencia2,-2.711715586405628e-4,7.273342540430843e-5,-3.728293520251278,2.0168678831795445e-4
2017,2do Trimestre,Santa Fe,Santa Fe,sexo2,-0.15491721009442927,0.027447287302957906,-5.644171986268907,2.06557147158931e-8
2017,2do Trimestre,Entre Ríos,Entre Ríos,(Intercept),2.6572949249062185,0.08593451548228971,30.9223239345995,1.3432217711203849e-135
2017,2do Trimestre,Entre Ríos,Entre Ríos,anios_escolaridad,0.09854576499306093,0.005265936438373617,18.713815889410313,2.550794658090678e-64
2017,2do Trimestre,Entre Ríos,Entre Ríos,experiencia,0.030603493019231983,0.004749925769406531,6.442941322650537,2.1054408068478295e-10
2017,2do Trimestre,Entre Ríos,Entre Ríos,experiencia2,-2.6216836354831533e-4,9.278738601048644e-5,-2.825474181573411,0.004847736744163964
2017,2do Trimestre,Entre Ríos,Entre Ríos,sexo2,-0.08023061698019074,0.036887881816176304,-2.1749857413880433,0.029945875946284634
2017,2do Trimestre,Jujuy,Jujuy,(Intercept),2.439704031059773,0.1057979212570204,23.060037494809308,2.350929476457654e-81
2017,2do Trimestre,Jujuy,Jujuy,anios_escolaridad,0.0942228116079632,0.006934747093176921,13.587058091948121,3.7415388163330305e-36
2017,2do Trimestre,Jujuy,Jujuy,experiencia,0.031533996159417946,0.004961614906961935,6.355591223972407,4.5761341328461306e-10
2017,2do Trimestre,Jujuy,Jujuy,experiencia2,-2.170660758697501e-4,9.042938600515897e-5,-2.400393118420228,0.01673134301014606
2017,2do Trimestre,Jujuy,Jujuy,sexo2,-0.0674590890480519,0.044696505048607844,-1.5092698853006412,0.1318430698210708
2017,2do Trimestre,Formosa,Formosa,(Intercept),2.5327176660061235,0.13299941510865362,19.043073715301865,2.4306228084577877e-53
2017,2do Trimestre,Formosa,Formosa,anios_escolaridad,0.11457231279288066,0.008828399893041254,12.97769858422353,8.549232352540975e-31
2017,2do Trimestre,Formosa,Formosa,experiencia,0.02073755326261641,0.007844767488425415,2.6434885792617426,0.008642818398540218
2017,2do Trimestre,Formosa,Formosa,experiencia2,-8.160027813436946e-5,1.5623646012970045e-4,-0.5222870389320687,0.6018611400868641
2017,2do Trimestre,Formosa,Formosa,sexo2,-0.13003182945408379,0.055506759395495625,-2.342630534915282,0.019810678362709094
2017,2do Trimestre,Neuquén,Neuquén,(Intercept),3.0999411801416303,0.12540495422397854,24.719447483749363,8.121276598862736e-75
2017,2do Trimestre,Neuquén,Neuquén,anios_escolaridad,0.07533737491994338,0.00786232056819027,9.58207875989523,3.4956442920664486e-19
2017,2do Trimestre,Neuquén,Neuquén,experiencia,0.03473359810944764,0.0070449404394658565,4.930289816911657,1.3506934856756462e-6
2017,2do Trimestre,Neuquén,Neuquén,experiencia2,-4.604939431518751e-4,1.3842900516837303e-4,-3.3265712094930557,9.86731090944524e-4
2017,2do Trimestre,Neuquén,Neuquén,sexo2,-0.05295905506052106,0.05322715533672187,-0.994963092156536,0.32054291067686735
2017,2do Trimestre,Santiago del Estero,Santiago del Estero,(Intercept),2.4106040888210942,0.1267397852941139,19.020105511675098,3.286996899164888e-58
2017,2do Trimestre,Santiago del Estero,Santiago del Estero,anios_escolaridad,0.09381488317463421,0.0072422243968883054,12.953876880001499,2.1895089293877754e-32
2017,2do Trimestre,Santiago del Estero,Santiago del Estero,experiencia,0.027175881165669234,0.008716313176783595,3.117818349856195,0.0019510214013428839
2017,2do Trimestre,Santiago del Estero,Santiago del Estero,experiencia2,-2.4778144077685624e-4,1.8388323168653863e-4,-1.3474933984151602,0.1785691775913803
2017,2do Trimestre,Santiago del Estero,Santiago del Estero,sexo2,-0.05177958870772489,0.05732340185856411,-0.9032888319413134,0.36690561529969856
2017,2do Trimestre,San Luis,San Luis,(Intercept),2.69451656475615,0.11793625718934148,22.847228061767485,7.658363205429943e-76
2017,2do Trimestre,San Luis,San Luis,anios_escolaridad,0.09080494771794863,0.007636898268791423,11.89029165008361,2.511010613532662e-28
2017,2do Trimestre,San Luis,San Luis,experiencia,0.03066403805058916,0.006470056086337467,4.739377470829203,2.9330057222185916e-6
2017,2do Trimestre,San Luis,San Luis,experiencia2,-3.144965145561099e-4,1.2986055523685197e-4,-2.421801708628932,0.015863326134306233
2017,2do Trimestre,San Luis,San Luis,sexo2,-0.13823797241135907,0.04705369805759297,-2.937876896352716,0.0034854084013398456
2017,2do Trimestre,Salta,Salta,(Intercept),2.1997838161103367,0.10980239818958436,20.034023412787388,3.0359367365797384e-71
2017,2do Trimestre,Salta,Salta,anios_escolaridad,0.11640656706219256,0.007094424885892988,16.40817528333592,1.3094061880728574e-51
2017,2do Trimestre,Salta,Salta,experiencia,0.03703154365259488,0.006479141734302376,5.7155013999060404,1.604507518919074e-8
2017,2do Trimestre,Salta,Salta,experiencia2,-4.234744931243494e-4,1.366280432354267e-4,-3.099469794752542,0.0020144969616868657
2017,2do Trimestre,Salta,Salta,sexo2,-0.18797377535861218,0.04939344976726519,-3.8056417651392542,1.53514924423385e-4
2017,2do Trimestre,La Rioja,La Rioja,(Intercept),2.4256900028835804,0.12194070866061228,19.892372527002507,4.304845248546359e-63
2017,2do Trimestre,La Rioja,La Rioja,anios_escolaridad,0.10992701187371073,0.0073323877242811334,14.991980239900363,2.947236816551014e-41
2017,2do Trimestre,La Rioja,La Rioja,experiencia,0.03047838699263186,0.006814121193796151,4.4728272547281085,9.8650269876947e-6
2017,2do Trimestre,La Rioja,La Rioja,experiencia2,-2.0739805092784012e-4,1.4146072645185873e-4,-1.4661175304965006,0.14333875351293981
2017,2do Trimestre,La Rioja,La Rioja,sexo2,-0.10014429792177724,0.047801091237021316,-2.0950211664669447,0.03674684952464629
2017,2do Trimestre,Santa Cruz,Santa Cruz,(Intercept),3.4867001657161683,0.1964984442327397,17.74416168703299,2.263799357784676e-46
2017,2do Trimestre,Santa Cruz,Santa Cruz,anios_escolaridad,0.06689048885022446,0.012494626910737343,5.3535403120153715,1.9292903277104255e-7
2017,2do Trimestre,Santa Cruz,Santa Cruz,experiencia,0.04328009281186205,0.009986928149667814,4.333674195233059,2.1143424272047945e-5
2017,2do Trimestre,Santa Cruz,Santa Cruz,experiencia2,-6.270119651051662e-4,1.9169591294810706e-4,-3.2708676750708876,0.001220627557076331
2017,2do Trimestre,Santa Cruz,Santa Cruz,sexo2,-0.15535983469614134,0.07377942908281167,-2.1057337611241476,0.03620923288612162
2017,2do Trimestre,Catamarca,Catamarca,(Intercept),2.5197577026179223,0.12465998980519222,20.21304274575652,1.926759404697702e-68
2017,2do Trimestre,Catamarca,Catamarca,anios_escolaridad,0.08556841743962525,0.007818427038693447,10.944454302143715,2.280261629995818e-25
