ANO4,TRIMESTRE,PROVINCIA,label_provincia,gini,p90,p10,ratio_p90_p10
2018,2,Chaco,Chaco,0.38907460703904917,13000,1866.67,6.964273278083431
2018,2,Chubut,Chubut,0.3800590559072816,23950.000000000044,4167.497000000002,5.746854766782083
2018,2,Ciudad Autónoma de Buenos Aires,CABA,0.4116879806488214,31500,4000,7.875
2018,2,Corrientes,Corrientes,0.38734190393736867,12066.666000000016,1880,6.418439361702136
2018,2,Córdoba,Córdoba,0.4330381879384504,19500,2700,7.222222222222222
2018,2,Entre Ríos,Entre Ríos,0.4247694247505365,16666.67,2166.67,7.692297396465543
2018,2,Formosa,Formosa,0.36074847103338925,13229.999999999996,3000,4.409999999999998
2018,2,Jujuy,Jujuy,0.4138411620702982,14500,2200,6.590909090909091
2018,2,La Pampa,La Pampa,0.4164459173839816,22666.67,2680,8.457712686567163
2018,2,La Rioja,La Rioja,0.36721225490168763,13333.33,2546.67,5.235593932468674
2018,2,Mendoza,Mendoza,0.3896091852329846,16066.669999999998,2700,5.950618518518518
2018,2,Misiones,Misiones,0.3946463139433831,15000,2349,6.385696040868455
2018,2,Neuquén,Neuquén,0.3976489895944155,22500,3333.33,6.75000675000675
2018,2,Río Negro,Río Negro,0.3257552160666535,16333.33,3870.478,4.219977480817614
2018,2,Salta,Salta,0.4135425769658241,15000,2450,6.122448979591836
2018,2,San Juan,San Juan,0.3880116766495689,14333.33,2440,5.874315573770492
2018,2,San Luis,San Luis,0.35290389089749397,16000,3600,4.444444444444445
2018,2,Santa Cruz,Santa Cruz,0.3797752380743873,23949.99999999999,3606.287000000003,6.641179695348698
2018,2,Santa Fe,Santa Fe,0.37859653555938166,17500,2500,7
2018,2,Santiago del Estero,Santiago del Estero,0.3887353520362353,9833.33,1800,5.462961111111111
2018,2,Tierra del Fuego,Tierra del Fuego,0.34506081818426537,30000,6000,5
2018,2,Tucumán,Tucumán,0.3970300703108478,15261.669000000005,2512.0000000000005,6.075505175159237
2018,1,Buenos Aires,Buenos Aires,0.43780918318566364,19000,2385.71,7.964086163029036
2018,1,Catamarca,Catamarca,0.3950758059965551,15466.67,2410,6.417705394190872
2018,1,Chaco,Chaco,0.3919374855192359,14500,2250,6.444444444444445
2018,1,Chubut,Chubut,0.39087626149887456,23666.67,3626.67,6.5257302153214924
2018,1,Ciudad Autónoma de Buenos Aires,CABA,0.40697130837554596,35000,4858.335,7.204114166684677
2018,1,Corrientes,Corrientes,0.4393839171388265,13200,1880,7.0212765957446805
2018,1,Córdoba,Córdoba,0.44115797602898965,20264.999999999985,2120,9.558962264150937
2018,1,Entre Ríos,Entre Ríos,0.4167021692313142,19000,2343.3320000000003,8.10811272154351
2018,1,Formosa,Formosa,0.36455290266917473,15750,2850,5.526315789473684
2018,1,Jujuy,Jujuy,0.40212510278911395,14000,2363.64,5.923067810664907
2018,1,La Pampa,La Pampa,0.4502268980498343,23000,2714.29,8.473670831046057
2018,1,La Rioja,La Rioja,0.35643419660630116,13950,2740,5.091240875912408
2018,1,Mendoza,Mendoza,0.4120177189158767,19239.998999999996,2800,6.871428214285713
2018,1,Misiones,Misiones,0.4258238383841899,15675,2171.5,7.218512548929311
2018,1,Neuquén,Neuquén,0.37879904970756684,20000,3085.71,6.481490483551598
2018,1,Río Negro,Río Negro,0.35841857654395426,19250,3500,5.5
2018,1,Salta,Salta,0.4377072866064964,16800,2142.86,7.839989546680604
2018,1,San Juan,San Juan,0.3854220742202301,14875,2625,5.666666666666667
2018,1,San Luis,San Luis,0.3737849068314745,18500,3500,5.285714285714286
2018,1,Santa Cruz,Santa Cruz,0.40634539470573827,30000,3500,8.571428571428571
2018,1,Santa Fe,Santa Fe,0.38267613539426293,18309.999000000007,2520,7.265872619047622
2018,1,Santiago del Estero,Santiago del Estero,0.3827977655756172,10550,1800,5.861111111111111
2018,1,Tierra del Fuego,Tierra del Fuego,0.344630133371993,28575.00000000002,5000,5.715000000000003
2018,1,Tucumán,Tucumán,0.40575475978215536,15583.33,2500,6.233332
2017,4,Buenos Aires,Buenos Aires,0.411867491877274,15000,2275,6.593406593406593
2017,4,Catamarca,Catamarca,0.4030385933191951,13075,1866.67,7.004451777764682
2017,4,Chaco,Chaco,0.4036860481982103,10000,1500,6.666666666666667
2017,4,Chubut,Chubut,0.377671892627518,20000,3312.5,6.037735849056604
2017,4,Ciudad Autónoma de Buenos Aires,CABA,0.37464477254172834,26000,4823.331,5.390465634641288
2017,4,Corrientes,Corrientes,0.3919472602525502,10500,1775,5.915492957746479
2017,4,Córdoba,Córdoba,0.4702860001506224,16615.000000000007,2104.76,7.894011668788843
2017,4,Entre Ríos,Entre Ríos,0.3886905730852277,16000,2450,6.530612244897959
2017,4,Formosa,Formosa,0.34592017957965027,12000,2333.33,5.142864489806414
2017,4,Jujuy,Jujuy,0.4005193862404326,13333.33,2100,6.349204761904762
2017,4,La Pampa,La Pampa,0.4506226563162272,19150.000000000036,2025,9.456790123456807
2017,4,La Rioja,La Rioja,0.3414571442295937,12480,2750,4.538181818181818
2017,4,Mendoza,Mendoza,0.3947432056229445,14500,2500,5.8
2017,4,Misiones,Misiones,0.3828623112322589,13100,2084.67,6.283968205999031
2017,4,Neuquén,Neuquén,0.38619622882700355,20000,3243,6.167129201356769
2017,4,Río Negro,Río Negro,0.36664828067333133,16500,2864.29,5.760589884404163
2017,4,Salta,Salta,0.4157698632972142,13300,2175,6.114942528735632
2017,4,San Juan,San Juan,0.36758048574375835,13570.000000000004,2700,5.025925925925927
2017,4,San Luis,San Luis,0.3391076411693916,14500,3085.71,4.699080600574908
2017,4,Santa Cruz,Santa Cruz,0.36274492255773794,24099.999000000025,4199.997000000001,5.738099098642218
2017,4,Santa Fe,Santa Fe,0.3645165136184687,16000,2650,6.037735849056604
2017,4,Santiago del Estero,Santiago del Estero,0.38943318802512294,10666.67,1865.4260000000008,5.718087986336631
2017,4,Tierra del Fuego,Tierra del Fuego,0.3726391164639722,30000,4500,6.666666666666667
2017,4,Tucumán,Tucumán,0.3773794538619768,12100,2200,5.5
2017,3,Buenos Aires,Buenos Aires,0.41423925882008916,16050,2000,8.025
2017,3,Catamarca,Catamarca,0.4369065931806517,15400.000000000033,1911.11,8.058144219851307
2017,3,Chaco,Chaco,0.369818516433952,9800,1600,6.125
2017,3,Chubut,Chubut,0.3838355526142436,20500,3125,6.56
2017,3,Ciudad Autónoma de Buenos Aires,CABA,0.4082165855346034,30000,4000,7.5
2017,3,Corrientes,Corrientes,0.40988065741078117,10496.667,1300,8.07435923076923
2017,3,Córdoba,Córdoba,0.4282194102310086,16850,2100,8.023809523809524
2017,3,Entre Ríos,Entre Ríos,0.41653276307584974,17500,2493.33,7.018725960863584
2017,3,Formosa,Formosa,0.36924903588453617,13100,2188.000000000001,5.987202925045701
2017,3,Jujuy,Jujuy,0.3926256671161923,14000,2000,7
2017,3,La Pampa,La Pampa,0.46045188893771183,18650.000000000033,2233.33,8.350758732475734
2017,3,La Rioja,La Rioja,0.3405594977679698,10900,2376,4.587542087542087
2017,3,Mendoza,Mendoza,0.40093657352537093,14479.999999999996,2000,7.239999999999998
2017,3,Misiones,Misiones,0.4055415421776729,14299.199999999988,2205.67,6.482928089877446
2017,3,Neuquén,Neuquén,0.40305551750128643,20100.000000000022,2949.336000000001,6.815093295575687
2017,3,Río Negro,Río Negro,0.36657359914738663,16300,2500,6.52
2017,3,Salta,Salta,0.4341214534814526,13750,2187.5,6.285714285714286
2017,3,San Juan,San Juan,0.4204341809147536,13833.330000000002,1825,7.579906849315069
2017,3,San Luis,San Luis,0.3839261728972474,15000,2260,6.6371681415929205
2017,3,Santa Cruz,Santa Cruz,0.39554107012645545,22000,3194.4449999999997,6.88695532400777
2017,3,Santa Fe,Santa Fe,0.4135446991884919,16250,2333.33,6.964295663279519
2017,3,Santiago del Estero,Santiago del Estero,0.44758266777586186,11333.33,1500,7.555553333333333
2017,3,Tierra del Fuego,Tierra del Fuego,0.37984117929630656,29500,4000,7.375
2017,3,Tucumán,Tucumán,0.374887006145741,13000,2100,6.190476190476191
2017,2,Buenos Aires,Buenos Aires,0.4262354184279502,13750,1700,8.088235294117647
2017,2,Catamarca,Catamarca,0.40728553643776877,12259.997000000003,1833.33,6.68728324960591
2017,2,Chaco,Chaco,0.34544511757252394,9933.33,1666.67,5.959986080027839
2017,2,Chubut,Chubut,0.3871435620320085,18683.336000000003,2888.89,6.467306127959183
2017,2,Ciudad Autónoma de Buenos Aires,CABA,0.4116931253144571,25000,3284.497,7.611515553218651
2017,2,Corrientes,Corrientes,0.40723796496263276,8500,1428.57,5.95000595000595
2017,2,Córdoba,Córdoba,0.41191373138576637,13333.330000000002,1775,7.511735211267607
2017,2,Entre Ríos,Entre Ríos,0.4147049018055782,13333.33,1877.5000000000005,7.10164047936085
2017,2,Formosa,Formosa,0.36419537636919586,10000,2000,5
2017,2,Jujuy,Jujuy,0.3641625082278779,10833.33,2333.33,4.6428623469462105
2017,2,La Pampa,La Pampa,0.43785736421695276,19500,2400,8.125
2017,2,La Rioja,La Rioja,0.32071593485216,9125,2083.33,4.380007008011213
2017,2,Mendoza,Mendoza,0.3992213846563004,11600,1800,6.444444444444445
2017,2,Misiones,Misiones,0.39801106853946067,12305,1997.7,6.159583521049206
2017,2,Neuquén,Neuquén,0.38663358084502875,16050.000000000011,2500,6.420000000000004
2017,2,Río Negro,Río Negro,0.3656662421985004,13166.665,2100,6.269840476190477
2017,2,Salta,Salta,0.43013496483706604,12000,1760,6.818181818181818
2017,2,San Juan,San Juan,0.33758930919731256,12000,2475.56,4.847388065730582
2017,2,San Luis,San Luis,0.3968664748273909,13560.000000000015,2500,5.424000000000006
2017,2,Santa Cruz,Santa Cruz,0.361624304294196,22000,3800,5.7894736842105265
2017,2,Santa Fe,Santa Fe,0.3949073683561437,14500,1966.67,7.3728688595443055
2017,2,Santiago del Estero,Santiago del Estero,0.4217637649682615,7750,1250,6.2
2017,2,Tierra del Fuego,Tierra del Fuego,0.3891816391270595,25000,4000,6.25
2017,2,Tucumán,Tucumán,0.3502977013247346,10000,2016.67,4.958669489802496
2017,1,Buenos Aires,Buenos Aires,0.43027488217785503,13233.33,1550,8.537632258064516
2017,1,Catamarca,Catamarca,0.43171668883462644,12750,1667.14,7.647828016843216
2017,1,Chaco,Chaco,0.3872527209130965,9000,1400,6.428571428571429
2017,1,Chubut,Chubut,0.4029372168459986,20000,3223.3340000000003,6.204755697051562
2017,1,Ciudad Autónoma de Buenos Aires,CABA,0.39776810229233206,25000,3297.14,7.582328927494738
2017,1,Corrientes,Corrientes,0.43742059647894393,10000,1316.0000000000002,7.598784194528874
2017,1,Córdoba,Córdoba,0.4520262049801431,15000,1375,10.909090909090908
2017,1,Entre Ríos,Entre Ríos,0.4327963867498852,13000,1750,7.428571428571429
2017,1,Formosa,Formosa,0.34107844977569357,9000,1968.574,4.57183727916756
2017,1,Jujuy,Jujuy,0.4181903494957169,12000,1840,6.521739130434782
2017,1,La Pampa,La Pampa,0.4872789533810362,20000,1725,11.594202898550725
2017,1,La Rioja,La Rioja,0.375488703620249,11479.997999999992,1883.33,6.095584947937957
2017,1,Mendoza,Mendoza,0.41372446852454914,12500,1985,6.297229219143577
2017,1,Misiones,Misiones,0.4206761337835587,12333.33,1693.33,7.2834769359782205
2017,1,Neuquén,Neuquén,0.3473195845839001,15000,2775,5.405405405405405
2017,1,Río Negro,Río Negro,0.3819639553871639,13500,2008,6.723107569721115
2017,1,Salta,Salta,0.4126277617882579,12075,1800,6.708333333333333
2017,1,San Juan,San Juan,0.3840154627377501,11400,1720,6.627906976744186
2017,1,San Luis,San Luis,0.3722779084637864,12500,2140,5.841121495327103
2017,1,Santa Cruz,Santa Cruz,0.3692955152845343,21400.000000000033,4330,4.942263279445735
2017,1,Santa Fe,Santa Fe,0.41642622950871555,15000,1800,8.333333333333334
2017,1,Santiago del Estero,Santiago del Estero,0.39560515666642004,7500,1085.71,6.9079220049552825
2017,1,Tierra del Fuego,Tierra del Fuego,0.36147594324688725,25000,4418.18,5.658438542567301
2017,1,Tucumán,Tucumán,0.39200996102152885,11300,2083.33,5.424008678413886
