AGLOMERADO,term,estimate,std.error,statistic,p.value
15,anios_escolaridad,0.09024036719727689,0.00397213589089805,22.71834843416565,1.945388650707226e-111
15,experiencia,0.023140331961100484,0.0034406593874251137,6.7255515165707855,1.8453503224764674e-11
15,experiencia2,-1.7693341677173604e-4,6.891293046667775e-5,-2.567492277190137,0.010258171634854063
15,sexo2,-0.06877958097225184,0.02603625597617645,-2.6416847735398727,0.008262372083095264
17,(Intercept),4.335819854548334,0.07020841577628392,61.756412056985255,0
17,anios_escolaridad,0.11532810327111341,0.004440802272282597,25.970105444896134,9.65396284902522e-144
17,experiencia,0.016988964474544368,0.0038790298017891745,4.3796942386749205,1.2011209119256812e-5
17,experiencia2,-3.5282311236905747e-5,7.863717481638046e-5,-0.44867216198052284,0.653678342637384
17,sexo2,-0.13279828610209274,0.028235579079598637,-4.703225165941255,2.596729106207918e-6
18,(Intercept),3.6463857980076466,0.04933226607165848,73.9148246851467,0
18,anios_escolaridad,0.09350179152497885,0.003083072432918892,30.32747155941978,8.12270026659239e-196
18,experiencia,0.036254775846989905,0.00311859202663003,11.625366683877225,4.235162369861323e-31
18,experiencia2,-3.2123441192143e-4,6.42909998626397e-5,-4.996568922675961,5.90532063698792e-7
18,sexo2,-0.05125583909203551,0.021713335293539637,-2.3605695946345766,0.018260326724505317
19,(Intercept),3.8469406243715794,0.053284938085512025,72.19564782449373,0
19,anios_escolaridad,0.09552663853702545,0.0034246785690424785,27.893607125802227,2.4778267874061617e-167
19,experiencia,0.02741990149768858,0.002775520071684512,9.879194093180152,5.938094598079881e-23
19,experiencia2,-2.23333874428493e-4,5.4547779263171865e-5,-4.094279867031685,4.255094439694988e-5
19,sexo2,-0.08056555146860671,0.02078666439142704,-3.8758287501786017,1.0667556924505354e-4
20,(Intercept),4.414479658350131,0.0762973762743776,57.85886584716824,0
20,anios_escolaridad,0.08349788386746894,0.004639870813216166,17.995734628997496,6.258844829766576e-71
20,experiencia,0.04259022983299039,0.004341203343237003,9.810696819659485,1.380736766109922e-22
20,experiencia2,-5.804651682476533e-4,8.740158613391197e-5,-6.641357370314722,3.323308540321958e-11
20,sexo2,-0.11282276281246013,0.029895436481144688,-3.7739125462716836,1.6193617027398906e-4
22,(Intercept),3.877501128600149,0.0538061024940792,72.06433747969066,0
22,anios_escolaridad,0.08860819690207221,0.003368686328341117,26.303486957690897,3.7464120213502717e-149
22,experiencia,0.03958205234717103,0.003109974302943176,12.727453184970658,6.424315683739621e-37
22,experiencia2,-4.581072632734007e-4,6.351875212890906e-5,-7.212157794657052,5.767165783788852e-13
22,sexo2,-0.0586541139963742,0.022375305370674135,-2.621377139873512,0.008766258957897488
23,(Intercept),3.4091787342470616,0.04498831790557493,75.7791998670081,0
23,anios_escolaridad,0.11668221557041389,0.0029870526107756055,39.06265833734903,4.15e-322
23,experiencia,0.04598192513595801,0.0024612758996772855,18.68214983212041,2.983763197464527e-77
23,experiencia2,-5.646277912388771e-4,5.015251526972277e-5,-11.258214831345551,2.5669113054155e-29
23,sexo2,-0.1394602869284704,0.01931239598730155,-7.2212835227782985,5.328013700441479e-13
25,(Intercept),3.964168198120287,0.051723901497936715,76.64093549243225,0
25,anios_escolaridad,0.09616888080159795,0.0033050339495971797,29.097698319655414,6.239998732487827e-181
25,experiencia,0.01910353836347947,0.0028180032763495105,6.779104383521696,1.2562427951927829e-11
25,experiencia2,-3.573825613563505e-5,5.793395932418957e-5,-0.6168792285652227,0.5373241344080785
25,sexo2,0.03295413409243104,0.02059707864651147,1.5999421402419358,0.1096333420452584
26,(Intercept),4.1338256810154865,0.05713107535469782,72.35686805036774,0
26,anios_escolaridad,0.0887488019586573,0.003645769876528278,24.342952233498966,5.367027491909026e-128
26,experiencia,0.028171479573982725,0.0031695145143535897,8.888263311748295,7.02742781102532e-19
26,experiencia2,-2.1392819753459784e-4,6.329867813380955e-5,-3.379662954135735,7.279087686057704e-4
26,sexo2,-0.03735487677646953,0.023691903175196233,-1.5766937970427584,0.1148906433845112
27,(Intercept),4.062229936920543,0.049184057901475654,82.59241124548744,0
27,anios_escolaridad,0.08940911234769341,0.003116465547752706,28.689267048745855,2.3742695241760303e-176
27,experiencia,0.028741876623497115,0.0028238705260842396,10.178184997508525,2.9655373827059248e-24
27,experiencia2,-3.166647627493349e-4,5.665941603859607e-5,-5.588916810113692,2.3239728536769816e-8
27,sexo2,-0.07521845842685101,0.021904608573141752,-3.4339101826763443,5.96520380013778e-4
29,(Intercept),3.714619470702997,0.04587131339390858,80.97913915838029,0
29,anios_escolaridad,0.10383971240313143,0.0029592119048611975,35.09032666182183,5.7574664893365525e-261
29,experiencia,0.04022014276714682,0.0025584923137301403,15.720251552566939,2.5695136251876078e-55
29,experiencia2,-4.695351464016183e-4,5.129732468401245e-5,-9.153209242273714,6.10637763329249e-20
29,sexo2,-0.023454688479471363,0.020391961732142295,-1.1501928449827132,0.2500797713015326
30,(Intercept),3.938502503854886,0.079528068531905,49.52342709385481,0
30,anios_escolaridad,0.1253402280361673,0.004762418172511997,26.31861031431749,2.4042384320989375e-145
30,experiencia,0.03324629837721019,0.00471439625362081,7.0520797550006415,1.9395872117024862e-12
30,experiencia2,-3.2115644597749914e-4,9.473613099693796e-5,-3.3900101534427187,7.029433373102534e-4
30,sexo2,-0.12768530521228982,0.03406852760548237,-3.7478962017643074,1.7982660037197925e-4
31,(Intercept),4.858328123672051,0.0720412554195875,67.43813798601718,0
31,anios_escolaridad,0.08696000224746506,0.0046519266148467775,18.693330623473152,9.34166395003697e-77
31,experiencia,0.016517918798241406,0.003681488990867793,4.486749475338737,7.3073724195683995e-6
31,experiencia2,-1.5243079759536102e-4,7.420876398693081e-5,-2.0540808040167087,0.039992148825393176
31,sexo2,-0.0826167813470237,0.02539243810698211,-3.253597823058461,0.0011430759338509815
32,(Intercept),3.838146268903559,0.062303829183778255,61.60369786553791,0
32,anios_escolaridad,0.12469144456620646,0.0037065345635266156,33.640977152407196,2.319166581287474e-239
32,experiencia,0.02977802020143403,0.0027924403638834223,10.663798083774294,1.8647917299129448e-26
32,experiencia2,-3.4988836426698487e-4,5.487259044103079e-5,-6.376377740777426,1.8656398519438713e-10
32,sexo2,-0.1410798900073077,0.023062708716585174,-6.117229842384142,9.75507836126237e-10
33,(Intercept),3.830109947501516,0.03226756386257151,118.69845408268394,0
33,anios_escolaridad,0.1171671052248534,0.0020670081297116303,56.68439496713516,0
33,experiencia,0.02598397271352167,0.0016459465813256629,15.78664399460273,5.5097963257154e-56
33,experiencia2,-2.548702441785548e-4,3.1781851421345976e-5,-8.01936428434039,1.089376989960924e-15
33,sexo2,-0.11543329844522336,0.013840403348117612,-8.340313178873004,7.62496307137015e-17
34,(Intercept),4.302745877483254,0.07774087724984839,55.34727713008468,0
34,anios_escolaridad,0.0786985131291756,0.004871568998737096,16.154654311491303,1.5344979303708563e-57
34,experiencia,0.03363891855340432,0.004011867255818461,8.384853338459138,6.218378133049141e-17
34,experiencia2,-4.3666389446716267e-4,7.79110233123943e-5,-5.604648429738915,2.176159499843903e-8
34,sexo2,-0.057384542093245464,0.034133333471694324,-1.681187749823281,0.09277656869348687
36,(Intercept),4.402090413778996,0.05363974946691424,82.06769154457496,0
36,anios_escolaridad,0.06793382994995865,0.002936325931062017,23.135657125565825,1.8408234557862615e-115
36,experiencia,0.03373461322788402,0.0032622771851895105,10.340817567874549,6.115628931050262e-25
36,experiencia2,-5.031728117215113e-4,6.402557507341552e-5,-7.858934670161783,4.264997687477513e-15
36,sexo2,-0.13176207988745667,0.025510298753204468,-5.165054363422749,2.4490639327859494e-7
38,(Intercept),4.086506845907091,0.06498938874553906,62.879601190088025,0
38,anios_escolaridad,0.10251683447937773,0.004129524463643967,24.82533652044648,2.673335808338251e-132
38,experiencia,0.030981330347172993,0.0033543158589895905,9.236259091147545,3.038475975579137e-20
38,experiencia2,-4.0605233272120845e-4,6.662277683796799e-5,-6.0947974850817275,1.1337725193617395e-9
38,sexo2,-0.21380978436686665,0.026647773723918525,-8.02355148246231,1.1354392874099556e-15
91,(Intercept),3.7414497711390413,0.06172778921246497,60.61208118536527,0
91,anios_escolaridad,0.12112838392909869,0.003734865467134884,32.4317930578687,2.2271062553987107e-220
91,experiencia,0.04583985863944789,0.0035141179619908023,13.044484885043214,1.3264657032739565e-38
91,experiencia2,-4.850277022250206e-4,6.903714883713117e-5,-7.025604480991423,2.2582926599895977e-12
91,sexo2,-0.1440533960293085,0.025267144359606124,-5.701213955131496,1.2204156024379994e-8
93,(Intercept),4.542326809435011,0.06951316591684828,65.34484150626295,0
93,anios_escolaridad,0.06805573727729211,0.004093430207746381,16.625600980933758,3.3963182156656353e-61
93,experiencia,0.027587881123124693,0.004020803836081914,6.861285018571759,7.255951567116738e-12
93,experiencia2,-3.1496232568057686e-4,7.98310021533597e-5,-3.94536354529932,8.025944936609055e-5
93,sexo2,-0.046129413819219915,0.02667190054411164,-1.7295135658941228,0.08375010132408914
