ANO4,TRIMESTRE,PROVINCIA,label_provincia,total_ocupados,total_desocupados,pea,pob_10_mas,tasa_actividad,tasa_empleo,tasa_desempleo
2022,4,Tucumán,Tucumán,384190,29305,413495,914411,0.4521981909666441,0.4201502387875911,0.07087147365748074
2022,3,Buenos Aires,Buenos Aires,6419629,618379,7038008,14817138,0.4749910542778234,0.4332570163009888,0.0878627873114097
2022,3,Catamarca,Catamarca,96285,7583,103868,228100,0.4553616834721613,0.42211749232792634,0.07300612315631379
2022,3,Chaco,Chaco,173470,7149,180619,419918,0.4301292157040184,0.4131044632523493,0.03958055354087887
2022,3,Chubut,Chubut,168644,4672,173316,395099,0.4386647397234617,0.42683985532739893,0.026956541808026955
2022,3,Ciudad Autónoma de Buenos Aires,CABA,1532180,74942,1607122,3003897,0.5350123522877116,0.5100640934093279,0.04663118294690758
2022,3,Corrientes,Corrientes,159787,7944,167731,386230,0.43427750304222873,0.41370944773839424,0.047361549147146326
2022,3,Córdoba,Córdoba,802506,60816,863322,1764220,0.48935053451383614,0.454878643253109,0.0704441679929389
2022,3,Entre Ríos,Entre Ríos,180852,9277,190129,446994,0.4253502284146991,0.4045960348461053,0.04879318778303152
2022,3,Formosa,Formosa,93421,2714,96135,258384,0.37206251161062603,0.3615587652486222,0.028231133302127218
2022,3,Jujuy,Jujuy,151824,8795,160619,353824,0.4539516821922764,0.42909469114588045,0.05475690920750347
2022,3,La Pampa,La Pampa,56210,5123,61333,130258,0.4708578359870411,0.43152819788419905,0.08352762786754275
2022,3,La Rioja,La Rioja,100599,4645,105244,229865,0.457851347530072,0.43764383442455357,0.044135532666945386
2022,3,Mendoza,Mendoza,488209,31030,519239,1042243,0.4981937993347041,0.4684214717681002,0.05976053416634729
2022,3,Misiones,Misiones,183261,6457,189718,381332,0.497513977321599,0.48058122580848184,0.03403472522375315
2022,3,Neuquén,Neuquén,134807,6718,141525,315841,0.44808938674839555,0.42681919066872254,0.047468645115703936
2022,3,Río Negro,Río Negro,35321,331,35652,84439,0.42222195904735965,0.4183019694690842,0.009284191630203074
2022,3,Salta,Salta,270403,21617,292020,652277,0.447693234622714,0.4145524064162925,0.07402575166084514
2022,3,San Juan,San Juan,221206,6847,228053,545994,0.41768407711440053,0.4051436462671751,0.030023722555721697
2022,3,San Luis,San Luis,105516,2582,108098,243328,0.4442480931088901,0.43363690163072066,0.023885733316065052
2022,3,Santa Cruz,Santa Cruz,57087,4874,61961,127149,0.48731016366624985,0.4489771842484015,0.07866238440309227
2022,3,Santa Fe,Santa Fe,869606,62728,932334,1881968,0.49540374756637734,0.4620726813633388,0.06728060973857009
2022,3,Santiago del Estero,Santiago del Estero,170245,2792,173037,409964,0.42207852396795814,0.41526816988808773,0.016135277426215202
2022,3,Tierra del Fuego,Tierra del Fuego,75142,3955,79097,172334,0.4589750136363109,0.43602539255167294,0.050001896405679105
2022,3,Tucumán,Tucumán,375891,27010,402901,913014,0.4412867710681326,0.4117034349966156,0.0670388010950581
2022,2,Buenos Aires,Buenos Aires,6416806,570755,6987561,14775737,0.4729077811820825,0.4342799279656913,0.08168157673328362
2022,2,Catamarca,Catamarca,95497,4161,99658,227500,0.43805714285714287,0.419767032967033,0.04175279455738626
2022,2,Chaco,Chaco,175213,10526,185739,419217,0.44306170789829613,0.41795299331849617,0.05667091994680708
2022,2,Chubut,Chubut,160642,6066,166708,393504,0.42365007725461495,0.4082347320484671,0.036386976029944576
2022,2,Ciudad Autónoma de Buenos Aires,CABA,1523799,87669,1611468,3003559,0.536519509022463,0.507331136162133,0.05440319013470947
2022,2,Corrientes,Corrientes,165706,8501,174207,385512,0.4518847662329577,0.4298335719770072,0.0487982687262854
2022,2,Córdoba,Córdoba,789448,74034,863482,1761485,0.49020116549388726,0.44817185499734596,0.08573890364825208
2022,2,Entre Ríos,Entre Ríos,181326,9366,190692,446362,0.42721378611978617,0.40623081713945186,0.0491158517399786
2022,2,Formosa,Formosa,95083,2677,97760,257701,0.37935436804668976,0.36896636023919194,0.027383387888707037
2022,2,Jujuy,Jujuy,159661,9471,169132,352974,0.4791627711956121,0.45233076657204213,0.0559976822836601
2022,2,La Pampa,La Pampa,56889,4515,61404,129949,0.47252383627423067,0.4377794365481843,0.07352941176470588
2022,2,La Rioja,La Rioja,100389,3751,104140,228889,0.4549803616600186,0.4385925055376187,0.03601882081812944
2022,2,Mendoza,Mendoza,494745,29521,524266,1040252,0.5039798048934296,0.4756011043477926,0.05630920181739804
2022,2,Misiones,Misiones,188583,5033,193616,380217,0.5092249952001094,0.4959878174831741,0.025994752499793404
2022,2,Neuquén,Neuquén,135803,11502,147305,314870,0.46782799250484325,0.4312986311811224,0.07808288924340653
2022,2,Río Negro,Río Negro,32287,270,32557,84231,0.3865204022272085,0.38331493155726515,0.008293147403016248
2022,2,Salta,Salta,290419,21832,312251,650366,0.4801158117121744,0.4465470212157462,0.06991811075064612
2022,2,San Juan,San Juan,234492,7190,241682,544830,0.4435915790246499,0.43039480204834535,0.02974983656209399
2022,2,San Luis,San Luis,106137,3930,110067,242522,0.45384336266400577,0.4376386472155103,0.035705524816702555
2022,2,Santa Cruz,Santa Cruz,56999,1782,58781,126601,0.46430122984810546,0.45022551164682745,0.030315918409009716
2022,2,Santa Fe,Santa Fe,887284,47866,935150,1878806,0.4977363282850917,0.472259509496989,0.051185371330802545
2022,2,Santiago del Estero,Santiago del Estero,174320,2359,176679,409065,0.4319093542591031,0.4261425445833792,0.013351898075040045
2022,2,Tierra del Fuego,Tierra del Fuego,79928,3580,83508,171472,0.4870066249883363,0.4661285807595409,0.042870144177803327
2022,2,Tucumán,Tucumán,391809,30342,422151,911591,0.4630925491804987,0.42980788533454145,0.07187475571537198
2022,1,Buenos Aires,Buenos Aires,6194646,519750,6714396,14735571,0.4556590307901879,0.4203872384721298,0.07740830299553378
2022,1,Catamarca,Catamarca,95628,3121,98749,226932,0.4351479738423845,0.42139495531701127,0.03160538334565413
2022,1,Chaco,Chaco,165451,12703,178154,418545,0.42565076634531535,0.39530038586054067,0.07130347901253971
2022,1,Chubut,Chubut,160497,4618,165115,392044,0.42116446113191375,0.4093851710522288,0.02796838567059322
2022,1,Ciudad Autónoma de Buenos Aires,CABA,1496696,76732,1573428,3003204,0.5239164572236851,0.4983664113393562,0.04876740467310865
2022,1,Corrientes,Corrientes,158460,7104,165564,384798,0.43026211154943633,0.411800477133457,0.04290787852431688
2022,1,Córdoba,Córdoba,757326,75795,833121,1758899,0.4736605114904267,0.4305682134107757,0.09097718098571517
2022,1,Entre Ríos,Entre Ríos,179183,10029,189212,445786,0.42444581032154444,0.4019484685476888,0.053004037798871105
2022,1,Formosa,Formosa,95101,4534,99635,257026,0.3876456078373394,0.37000536910662735,0.04550609725498068
2022,1,Jujuy,Jujuy,152108,8061,160169,352224,0.45473619060597803,0.43185018624511673,0.05032809095392991
2022,1,La Pampa,La Pampa,57100,4333,61433,129652,0.4738299447752445,0.4404097121525314,0.07053212442823889
2022,1,La Rioja,La Rioja,98729,5257,103986,228059,0.4559609574715315,0.43290990489303205,0.05055488238801377
2022,1,Mendoza,Mendoza,491197,33886,525083,1038366,0.5056820042258703,0.4730480389381008,0.06453455929824428
2022,1,Misiones,Misiones,177349,7412,184761,379169,0.48727875960323763,0.4677307480305616,0.04011669129307592
2022,1,Neuquén,Neuquén,136574,10924,147498,313969,0.46978523357401525,0.4349919896550296,0.0740620211799482
2022,1,Río Negro,Río Negro,31058,313,31371,84041,0.37328208850442046,0.36955771587677444,0.009977367632526856
2022,1,Salta,Salta,284199,20794,304993,648575,0.4702509347415488,0.4381898778090429,0.0681786139354018
2022,1,San Juan,San Juan,229159,9612,238771,543681,0.43917481022879223,0.42149532538381884,0.04025614500923479
2022,1,San Luis,San Luis,106275,3747,110022,241649,0.4552967320369627,0.4397907709115287,0.03405682499863664
2022,1,Santa Cruz,Santa Cruz,51462,3347,54809,126058,0.4347919211791398,0.40824065112884544,0.06106661314747578
2022,1,Santa Fe,Santa Fe,850670,71156,921826,1875939,0.4913944429962808,0.4534635721097541,0.07719027235074732
2022,1,Santiago del Estero,Santiago del Estero,169391,6683,176074,408243,0.43129704612204006,0.414926894031251,0.03795563229096857
2022,1,Tierra del Fuego,Tierra del Fuego,75158,3627,78785,170635,0.46171652943417235,0.44046063234389193,0.04603668210953862
2022,1,Tucumán,Tucumán,370560,39166,409726,910150,0.4501741471186068,0.40714167994286654,0.09559071184157217
2021,4,Buenos Aires,Buenos Aires,6260818,539710,6800528,14694012,0.462809476404402,0.4260795485943526,0.07936295534699658
2021,4,Catamarca,Catamarca,89722,6046,95768,226309,0.42317362544132137,0.3964579402498354,0.06313173502631358
2021,4,Chaco,Chaco,161300,14737,176037,417894,0.42124797197375413,0.3859830483328308,0.08371535529462557
2021,4,Chubut,Chubut,164866,6444,171310,390561,0.43862546439608663,0.4221261211436882,0.037616017745607376
2021,4,Ciudad Autónoma de Buenos Aires,CABA,1517961,72856,1590817,3002735,0.5297893420498312,0.505526128679354,0.045797851041320274
2021,4,Corrientes,Corrientes,163495,3406,166901,384022,0.434613121123269,0.4257438375926379,0.020407307325899786
2021,4,Córdoba,Córdoba,789901,84756,874657,1756185,0.4980437710150127,0.44978234069873047,0.09690198557834671
2021,4,Entre Ríos,Entre Ríos,177967,11586,189553,445040,0.42592351249325905,0.39988989753730003,0.06112274667243462
2021,4,Formosa,Formosa,87160,2598,89758,256392,0.35008112577615524,0.339948204312147,0.028944495198199603
2021,4,Jujuy,Jujuy,153759,6559,160318,351394,0.45623431248114654,0.4375686551278622,0.04091243653239187
2021,4,La Pampa,La Pampa,56118,4179,60297,129356,0.46613222424935835,0.43382603048950186,0.06930693069306931
2021,4,La Rioja,La Rioja,97311,4353,101664,227148,0.4475672248930213,0.4284035078451054,0.04281751652502361
2021,4,Mendoza,Mendoza,479876,35263,515139,1036336,0.49707720276049466,0.4630505936298652,0.06845336889655025
2021,4,Misiones,Misiones,168529,6951,175480,378060,0.46415912818071203,0.445773157699836,0.039611351720993844
2021,4,Neuquén,Neuquén,134744,8436,143180,313009,0.45743093649064404,0.4304796347708852,0.05891884341388462
2021,4,Río Negro,Río Negro,32612,524,33136,83814,0.39535161190254614,0.38909967308564203,0.015813616610333172
2021,4,Salta,Salta,281690,18467,300157,646741,0.46410696090088616,0.43555302663662887,0.06152446886129592
2021,4,San Juan,San Juan,229365,12613,241978,542478,0.44606048540217297,0.42280977293088384,0.05212457330831728
2021,4,San Luis,San Luis,96954,4038,100992,240791,0.41941766926504725,0.4026479394993999,0.0399833650190114
2021,4,Santa Cruz,Santa Cruz,51385,1976,53361,125458,0.42532959237354334,0.4095793014395256,0.037030790277543524
2021,4,Santa Fe,Santa Fe,843744,61555,905299,1872866,0.4833762799901328,0.4505095399243726,0.06799411023319367
2021,4,Santiago del Estero,Santiago del Estero,169756,3315,173071,407272,0.42495187491406233,0.4168123514506276,0.019153988825395356
2021,4,Tierra del Fuego,Tierra del Fuego,70648,4035,74683,169753,0.4399509876114119,0.4161811573285892,0.05402835986770751
2021,4,Tucumán,Tucumán,363901,32436,396337,908742,0.4361380897988648,0.40044479071067474,0.08183944471497741
2021,3,Buenos Aires,Buenos Aires,6109046,627067,6736113,14652301,0.4597307276174575,0.4169342412498897,0.09309033265920569
2021,3,Catamarca,Catamarca,88002,4509,92511,225680,0.4099211272598369,0.3899415101028004,0.0487401498200214
2021,3,Chaco,Chaco,157284,8789,166073,417284,0.3979855446170953,0.37692315065998216,0.052922509980550723
2021,3,Chubut,Chubut,159977,9100,169077,388970,0.4346787670000257,0.4112836465537188,0.05382163156431685
2021,3,Ciudad Autónoma de Buenos Aires,CABA,1491822,111595,1603417,3002328,0.5340579043995193,0.49688841459027794,0.06959823926027976
2021,3,Corrientes,Corrientes,162009,3747,165756,383321,0.43242086919318273,0.4226457720813626,0.022605516542387606
2021,3,Córdoba,Córdoba,777076,94473,871549,1753497,0.49703478249463784,0.4431578725255874,0.10839665928134849
2021,3,Entre Ríos,Entre Ríos,180167,12397,192564,444384,0.43332793259883345,0.4054308886008497,0.06437859620697535
2021,3,Formosa,Formosa,81542,4442,85984,255751,0.3362020089853021,0.31883355294798454,0.05166077409750651
2021,3,Jujuy,Jujuy,151853,7265,159118,350588,0.4538603717183703,0.4331380423745251,0.04565793939089229
2021,3,La Pampa,La Pampa,54970,6053,61023,129048,0.4728705597917054,0.425965532205071,0.09919210789374498
2021,3,La Rioja,La Rioja,100271,3701,103972,226249,0.4595467825272156,0.44318869917657094,0.035596122032855
2021,3,Mendoza,Mendoza,475209,43505,518714,1034362,0.5014820730073224,0.459422329899977,0.0838708806779844
2021,3,Misiones,Misiones,162032,9299,171331,376903,0.4545758457746423,0.42990371527952814,0.054275058220637246
2021,3,Neuquén,Neuquén,131053,9839,140892,311976,0.451611662435572,0.42007398004974744,0.06983363143400619
2021,3,Río Negro,Río Negro,33164,514,33678,83575,0.4029673945557882,0.3968172300329046,0.015262188966090624
2021,3,Salta,Salta,270673,20524,291197,644875,0.4515557278542353,0.4197294049234348,0.07048149534507567
2021,3,San Juan,San Juan,223007,11795,234802,541289,0.4337830622828101,0.41199248460619003,0.05023381402202707
2021,3,San Luis,San Luis,99263,4923,104186,239934,0.4342277459634733,0.41370960347428876,0.04725203002322769
2021,3,Santa Cruz,Santa Cruz,48532,2918,51450,124917,0.4118734839933716,0.38851397327825676,0.05671525753158406
2021,3,Santa Fe,Santa Fe,843415,73782,917197,1869794,0.490533716548454,0.45107375464890787,0.08044291466282598
2021,3,Santiago del Estero,Santiago del Estero,173215,2587,175802,406456,0.4325240616450489,0.42615928907434014,0.014715418482156063
2021,3,Tierra del Fuego,Tierra del Fuego,73140,3685,76825,168859,0.45496538532148123,0.43314244428783777,0.04796615684998373
2021,3,Tucumán,Tucumán,356816,36760,393576,907220,0.43382641476157935,0.3933070258592183,0.09340000406528853
2021,2,Buenos Aires,Buenos Aires,5849289,674160,6523449,14610505,0.4464903163853679,0.4003481741390869,0.10334410524248752
2021,2,Catamarca,Catamarca,87417,5834,93251,225090,0.4142831756186414,0.38836465413834464,0.06256233177124106
2021,2,Chaco,Chaco,164025,13717,177742,416599,0.42665008797428705,0.39372394076798073,0.0771736561983099
2021,2,Chubut,Chubut,150204,9423,159627,387434,0.4120108199073907,0.3876892580413696,0.05903136687402507
2021,2,Ciudad Autónoma de Buenos Aires,CABA,1418720,140426,1559146,3001892,0.519387772777968,0.47260860817111344,0.09006597201288398
2021,2,Corrientes,Corrientes,151859,9714,161573,382565,0.42234130147818016,0.3969495379870087,0.060121431179714434
2021,2,Córdoba,Córdoba,747624,101174,848798,1750738,0.48482297179817885,0.4270336281042623,0.11919679358339676
2021,2,Entre Ríos,Entre Ríos,182908,11868,194776,443680,0.43900108186080056,0.4122520735665344,0.06093153160553662
2021,2,Formosa,Formosa,82284,4220,86504,255082,0.3391223214495731,0.32257862177652674,0.04878387126606862
2021,2,Jujuy,Jujuy,153992,10622,164614,349792,0.47060538834507365,0.4402387704693075,0.06452671097233528
2021,2,La Pampa,La Pampa,51202,7888,59090,128755,0.4589336336452953,0.3976699933983146,0.1334912844812997
2021,2,La Rioja,La Rioja,97900,2709,100609,225354,0.44644869849215013,0.43442761166875227,0.026926020534942204
2021,2,Mendoza,Mendoza,487233,45442,532675,1032354,0.5159809522702484,0.47196310567886596,0.08530905336274464
2021,2,Misiones,Misiones,172315,9235,181550,375807,0.48309371565723896,0.4585199317734901,0.0508675296061691
2021,2,Neuquén,Neuquén,124699,11122,135821,311055,0.4366462522704988,0.40089051775409495,0.08188718975710678
2021,2,Río Negro,Río Negro,32561,1355,33916,83373,0.40679836397874614,0.3905461000563732,0.0399516452411841
2021,2,Salta,Salta,269624,31460,301084,642934,0.46829690139267793,0.4193649736987,0.10448911267287535
2021,2,San Juan,San Juan,218035,11215,229250,540107,0.4244529324744912,0.40368852838419056,0.04892039258451472
2021,2,San Luis,San Luis,102855,2537,105392,239034,0.4409079879849728,0.4302944351012827,0.02407203582814635
2021,2,Santa Cruz,Santa Cruz,47853,4297,52150,124302,0.41954272658525205,0.38497369310228313,0.08239693192713327
2021,2,Santa Fe,Santa Fe,809834,99985,909819,1866677,0.48740033760527396,0.4338372412581287,0.10989548470629873
2021,2,Santiago del Estero,Santiago del Estero,165173,7918,173091,405517,0.4268403050920183,0.40731461319747386,0.04574472387356939
2021,2,Tierra del Fuego,Tierra del Fuego,71252,7850,79102,168015,0.47080320209505105,0.424081183227688,0.0992389572956436
2021,2,Tucumán,Tucumán,342622,48331,390953,905778,0.43162121402816145,0.37826266480307535,0.12362355577268878
2021,1,Buenos Aires,Buenos Aires,5920094,752903,6672997,14569700,0.4580051064881226,0.40632916257712925,0.11282831387456041
2021,1,Catamarca,Catamarca,91688,6658,98346,224511,0.43804535189812527,0.4083897893644409,0.06769975393000224
2021,1,Chaco,Chaco,158283,7818,166101,415907,0.3993705323545889,0.3805730608044587,0.04706774793649647
2021,1,Chubut,Chubut,152488,8187,160675,385950,0.4163104029019303,0.3950978105972276,0.0509537887039054
2021,1,Ciudad Autónoma de Buenos Aires,CABA,1397272,119063,1516335,3001386,0.5052115922443831,0.4655422528125339,0.07852024783441654
2021,1,Corrientes,Corrientes,151098,16652,167750,381798,0.4393684618567934,0.395753775556708,0.09926676602086439
2021,1,Córdoba,Córdoba,742408,121189,863597,1748106,0.49401866934842625,0.4246927817878321,0.14033050137969447
2021,1,Entre Ríos,Entre Ríos,180854,10470,191324,443103,0.43178222670575467,0.40815340902679514,0.054723923815098996
2021,1,Formosa,Formosa,81206,3400,84606,254433,0.33252762023794086,0.3191645737777725,0.0401862752050682
2021,1,Jujuy,Jujuy,149146,11876,161022,348927,0.4614776156617287,0.4274418431362434,0.07375389698302096
2021,1,La Pampa,La Pampa,53974,5672,59646,128448,0.46435911808669655,0.42020117090184356,0.09509439023572411
2021,1,La Rioja,La Rioja,88917,5486,94403,224486,0.4205295653181045,0.396091515729266,0.05811255998220396
2021,1,Mendoza,Mendoza,479085,42682,521767,1030445,0.5063511395562111,0.4649302000591977,0.08180279703392511
2021,1,Misiones,Misiones,166232,8595,174827,374695,0.46658482232215537,0.44364616554797903,0.04916288673946244
2021,1,Neuquén,Neuquén,120116,14740,134856,310151,0.4348075614781187,0.38728232377132427,0.10930177374384528
2021,1,Río Negro,Río Negro,32171,1308,33479,83186,0.40245954848171567,0.3867357488038853,0.03906926730189074
2021,1,Salta,Salta,270099,31977,302076,641092,0.47118978243372245,0.4213108259033025,0.10585746633297581
2021,1,San Juan,San Juan,212520,9742,222262,538954,0.41239512091941055,0.39431936677341667,0.043831154223394016
2021,1,San Luis,San Luis,100466,3690,104156,238195,0.43727198303910664,0.4217804739814018,0.035427627789085606
2021,1,Santa Cruz,Santa Cruz,47507,4714,52221,123769,0.4219230986757589,0.383836017096365,0.0902701978131403
2021,1,Santa Fe,Santa Fe,809018,93610,902628,1863720,0.4843152404867684,0.4340877385014916,0.1037082829249702
2021,1,Santiago del Estero,Santiago del Estero,163697,6922,170619,404668,0.42162711160754,0.4045217313946247,0.04056992480321652
2021,1,Tierra del Fuego,Tierra del Fuego,67456,9449,76905,167154,0.4600847123012312,0.4035560022494227,0.12286587348026787
2021,1,Tucumán,Tucumán,346192,58346,404538,904354,0.447322619239811,0.38280584815238283,0.14422872511358636
2020,4,Buenos Aires,Buenos Aires,5525761,858361,6384122,14527772,0.4394426068911324,0.380358461022103,0.13445247443579555
2020,4,Catamarca,Catamarca,90848,5879,96727,223964,0.4318863745959172,0.4056366201710989,0.06077930670857155
2020,4,Chaco,Chaco,166243,9316,175559,415204,0.4228258879972255,0.4003887245787613,0.05306478164036022
2020,4,Chubut,Chubut,161669,7017,168686,384429,0.438796240658223,0.42054319523240963,0.04159799864837627
2020,4,Ciudad Autónoma de Buenos Aires,CABA,1430296,110810,1541106,3000836,0.5135588882564726,0.47663251174006177,0.0719029060947138
2020,4,Corrientes,Corrientes,142444,10217,152661,381032,0.40065138885972834,0.3738373679900901,0.0669260649412751
2020,4,Córdoba,Córdoba,727633,105181,832814,1745354,0.47716050726672066,0.4168970879260024,0.1262959076096223
2020,4,Entre Ríos,Entre Ríos,170415,10163,180578,442441,0.4081402944121363,0.38517000006780566,0.05628038853016425
2020,4,Formosa,Formosa,77987,3414,81401,253774,0.32076178016660495,0.30730886536839863,0.041940516701269026
2020,4,Jujuy,Jujuy,144070,6047,150117,348142,0.4311947423752377,0.413825393086729,0.04028191344084947
2020,4,La Pampa,La Pampa,51886,6538,58424,128130,0.4559744009989854,0.4049480995863576,0.11190606600027386
2020,4,La Rioja,La Rioja,88446,4016,92462,223489,0.4137205858006434,0.3957510213030619,0.043434059397374054
2020,4,Mendoza,Mendoza,455614,53946,509560,1028471,0.4954539311268864,0.4430013097112121,0.10586780752021352
2020,4,Misiones,Misiones,160918,10927,171845,373573,0.46000380113123807,0.43075382856898115,0.06358637143937851
2020,4,Neuquén,Neuquén,126916,11592,138508,309131,0.4480560021479567,0.4105573365337025,0.08369191671239207
2020,4,Río Negro,Río Negro,32671,2086,34757,82986,0.41882968211505556,0.3936929120574555,0.06001668728601433
2020,4,Salta,Salta,260391,25667,286058,639213,0.44751592974485815,0.40736186529372836,0.08972655894958365
2020,4,San Juan,San Juan,225081,12294,237375,537706,0.441458715357463,0.41859491990046604,0.051791469194312795
2020,4,San Luis,San Luis,101116,5170,106286,237302,0.44789340165696034,0.42610681747309337,0.04864234235929473
2020,4,Santa Cruz,Santa Cruz,49455,3604,53059,123232,0.43056186704752014,0.4013162165671254,0.06792438606080024
2020,4,Santa Fe,Santa Fe,756152,102988,859140,1860655,0.4617406235976041,0.40639022279788567,0.11987336173382684
2020,4,Santiago del Estero,Santiago del Estero,159322,6517,165839,403754,0.41074267994868163,0.39460166338909336,0.03929714964513775
2020,4,Tierra del Fuego,Tierra del Fuego,64370,9440,73810,166243,0.44398861906967513,0.3872042732626336,0.12789594905839316
2020,4,Tucumán,Tucumán,353945,36964,390909,902831,0.4329813663908306,0.39203904163680686,0.09455909175792832
2020,3,Buenos Aires,Buenos Aires,4999039,808816,5807855,14485559,0.4009410337564467,0.345105011135573,0.1392624299332542
2020,3,Catamarca,Catamarca,84179,6096,90275,223325,0.404231501175417,0.3769349602597112,0.0675270008307948
2020,3,Chaco,Chaco,156585,15143,171728,414553,0.4142486002995998,0.3777200985157507,0.08818014534612877
2020,3,Chubut,Chubut,152147,6919,159066,382853,0.41547539133818984,0.39740318085531523,0.04349766763481825
2020,3,Ciudad Autónoma de Buenos Aires,CABA,1286953,150095,1437048,3000320,0.4789649104095563,0.42893857988481227,0.1044467547360979
2020,3,Corrientes,Corrientes,141619,11556,153175,380326,0.4027465910823872,0.37236213143461133,0.07544312061367717
2020,3,Córdoba,Córdoba,737764,121102,858866,1742624,0.4928578970563931,0.42336384670473953,0.14100220523341242
2020,3,Entre Ríos,Entre Ríos,168125,17895,186020,441796,0.42105406115039523,0.3805489411402548,0.09619933340501022
2020,3,Formosa,Formosa,74108,2866,76974,253104,0.30412004551488714,0.2927966369555598,0.0372333515212929
2020,3,Jujuy,Jujuy,133461,7140,140601,347364,0.4047656061077141,0.3842107990465333,0.05078200012802185
2020,3,La Pampa,La Pampa,49433,6033,55466,127874,0.4337551026791998,0.3865758481004739,0.10876933616990589
2020,3,La Rioja,La Rioja,85561,7415,92976,222686,0.41752063443593224,0.3842226273766649,0.0797517638960592
2020,3,Mendoza,Mendoza,440788,39208,479996,1026369,0.4676641636682324,0.4294634775602147,0.08168401403345028
2020,3,Misiones,Misiones,151290,11763,163053,372372,0.4378766394895427,0.4062872611259708,0.07214218689628525
2020,3,Neuquén,Neuquén,124306,15220,139526,308096,0.45286534067303696,0.4034651537183216,0.1090836116566088
2020,3,Río Negro,Río Negro,31630,1122,32752,82753,0.3957802134061605,0.3822217925634116,0.034257449926722035
2020,3,Salta,Salta,255018,31271,286289,637319,0.4492083242457859,0.40014184419419474,0.10922878629636486
2020,3,San Juan,San Juan,206172,14639,220811,536544,0.4115431353253414,0.38425925925925924,0.06629651602501686
2020,3,San Luis,San Luis,96921,2515,99436,236436,0.4205620125530799,0.4099248845353499,0.025292650549096907
2020,3,Santa Cruz,Santa Cruz,49111,1568,50679,122609,0.41333833568498235,0.40054971494751607,0.03093983701335859
2020,3,Santa Fe,Santa Fe,759132,90680,849812,1857358,0.45753807289709364,0.4087160364345484,0.10670595378742592
2020,3,Santiago del Estero,Santiago del Estero,159040,6457,165497,402855,0.4108103411897581,0.3947822417495129,0.03901581297546179
2020,3,Tucumán,Tucumán,315467,39115,354582,901393,0.39337114887734875,0.3499772019529772,0.11031298825095465
2020,2,Buenos Aires,Buenos Aires,4451455,721732,5173187,14443650,0.35816341437240584,0.30819460454940406,0.13951399785084126
2020,2,Catamarca,Catamarca,78416,7825,86241,222721,0.38721539504581964,0.35208175250649915,0.09073410558782946
2020,2,Chaco,Chaco,150523,9834,160357,413883,0.387445244187367,0.36368490612081195,0.06132566710527136
2020,2,Chubut,Chubut,129456,7326,136782,381292,0.35873293958436053,0.3395193185275327,0.0535596789051191
2020,2,Ciudad Autónoma de Buenos Aires,CABA,1245830,155098,1400928,2999750,0.4670149179098258,0.41531127593966166,0.11071090020329381
2020,2,Corrientes,Corrientes,122865,10901,133766,379554,0.35242943033138896,0.32370887936894355,0.08149305503640686
2020,2,Córdoba,Córdoba,615636,142063,757699,1739879,0.4354894794408117,0.3538383991070643,0.1874926586942836
2020,2,Entre Ríos,Entre Ríos,148561,17932,166493,441072,0.37747351906264737,0.3368180251750281,0.1077042278053732
2020,2,Formosa,Formosa,71776,4321,76097,252473,0.3014064870302963,0.284291785656288,0.05678279038595477
2020,2,Jujuy,Jujuy,128543,9735,138278,346499,0.39907185879324325,0.37097653961483296,0.07040165463775871
2020,2,La Pampa,La Pampa,42147,3454,45601,127559,0.3574894754584153,0.3304118094372016,0.0757439529834872
2020,2,La Rioja,La Rioja,82456,4380,86836,221660,0.3917531354326446,0.37199314265090677,0.050439909714864804
2020,2,Mendoza,Mendoza,384354,69441,453795,1024387,0.442991759950097,0.37520390243140533,0.15302284071001224
2020,2,Misiones,Misiones,143200,12786,155986,371345,0.420056820476915,0.3856252272145848,0.08196889464439117
2020,2,Neuquén,Neuquén,103901,16147,120048,307172,0.39081687132941806,0.33825023114085917,0.13450453152072506
2020,2,Río Negro,Río Negro,29966,737,30703,82598,0.3717160221797138,0.3627932879730744,0.024004168973715923
2020,2,Salta,Salta,213612,34468,248080,635556,0.3903353913738522,0.33610256216604045,0.1389390519187359
2020,2,San Juan,San Juan,182793,12762,195555,535436,0.36522572258869407,0.3413909412142628,0.06526041267162691
2020,2,San Luis,San Luis,89081,2414,91495,235490,0.3885302985264767,0.3782793324557306,0.026383955407399313
2020,2,Santa Cruz,Santa Cruz,45654,2252,47906,122025,0.39259168203237044,0.3741364474492932,0.04700872542061537
2020,2,Santa Fe,Santa Fe,629591,142948,772539,1854434,0.4165901833119971,0.33950574676693807,0.18503661303830615
2020,2,Santiago del Estero,Santiago del Estero,131149,2448,133597,401989,0.33233993965008995,0.32625022077718546,0.0183237647551966
2020,2,Tierra del Fuego,Tierra del Fuego,46325,13087,59412,164438,0.3613033483744633,0.2817171213466474,0.22027536524607824
2020,2,Tucumán,Tucumán,278790,32500,311290,899915,0.34591044709778146,0.3097959251707106,0.10440425326865624
2020,1,Buenos Aires,Buenos Aires,5899799,799908,6699707,14402017,0.46519227133255014,0.4096508843171064,0.1193944750121162
2020,1,Catamarca,Catamarca,90620,8508,99128,222139,0.4462431180477089,0.4079427745690761,0.08582842385602453
2020,1,Chaco,Chaco,173440,18788,192228,413256,0.46515477089261864,0.41969142613779353,0.09773810266974635
