ANO4,TRIMESTRE,AGLOMERADO,total_ocupados,total_desocupados,pea,pob_10_mas,tasa_actividad,tasa_empleo,tasa_desempleo
2022,3er Trimestre,Jujuy - Palpala,151824,8795,160619,353824,0.4539516821922764,0.42909469114588045,0.05475690920750347
2022,3er Trimestre,Rio Gallegos,57087,4874,61961,127149,0.48731016366624985,0.4489771842484015,0.07866238440309227
2022,3er Trimestre,Gran Catamarca,96285,7583,103868,228100,0.4553616834721613,0.42211749232792634,0.07300612315631379
2022,3er Trimestre,Salta,270403,21617,292020,652277,0.447693234622714,0.4145524064162925,0.07402575166084514
2022,3er Trimestre,La Rioja,100599,4645,105244,229865,0.457851347530072,0.43764383442455357,0.044135532666945386
2022,3er Trimestre,San Luis - El Chorrillo,105516,2582,108098,243328,0.4442480931088901,0.43363690163072066,0.023885733316065052
2022,3er Trimestre,Gran San Juan,221206,6847,228053,545994,0.41768407711440053,0.4051436462671751,0.030023722555721697
2022,3er Trimestre,Gran Tucuman - T. Viejo,375891,27010,402901,913014,0.4412867710681326,0.4117034349966156,0.0670388010950581
2022,3er Trimestre,Santa Rosa - Toay,56210,5123,61333,130258,0.4708578359870411,0.43152819788419905,0.08352762786754275
2022,3er Trimestre,Ushuaia - Rio Grande,75142,3955,79097,172334,0.4589750136363109,0.43602539255167294,0.050001896405679105
2022,3er Trimestre,Ciudad de Buenos Aires,1532180,74942,1607122,3003897,0.5350123522877116,0.5100640934093279,0.04663118294690758
2022,3er Trimestre,Partidos del GBA,5486115,549692,6035807,12730884,0.474107453967847,0.43092961965563426,0.09107183181967217
2022,3er Trimestre,Mar del Plata - Batan,285952,21503,307455,655171,0.4692744336974622,0.4364539944533565,0.06993869021482818
2022,3er Trimestre,Rio Cuarto,77171,4679,81850,180428,0.45364355864943356,0.42771077659786727,0.057165546731826514
2022,3er Trimestre,San Nicolas - Villa Constitucion,77347,5867,83214,196929,0.4225583839861067,0.3927659207125411,0.07050496310716947
2022,3er Trimestre,Rawson - Trelew,65735,3230,68965,148916,0.4631134330763652,0.4414233527626313,0.04683535126513449
2022,3er Trimestre,Viedma - Carmen de Patagones.,35321,331,35652,84439,0.42222195904735965,0.4183019694690842,0.009284191630203074
2022,2do Trimestre,Gran La Plata,387057,18315,405372,913577,0.4437195770033615,0.4236720057532096,0.045180722891566265
2022,2do Trimestre,Bahia Blanca - Cerri,145521,10412,155933,317725,0.49077976237312143,0.45800928475883235,0.06677226757645913
2022,2do Trimestre,Gran Rosario,647702,28897,676599,1336782,0.5061401185832843,0.4845232805348965,0.04270919702807719
2022,2do Trimestre,Gran Santa Fe,239582,18969,258551,542024,0.4770102430888669,0.44201363777249714,0.073366569845020907
2022,2do Trimestre,Gran Parana,118965,5418,124383,283365,0.4389497644380922,0.4198295484622307,0.043559007259834547
2022,2do Trimestre,Posadas,188583,5033,193616,380217,0.5092249952001094,0.4959878174831741,0.025994752499793404
2022,2do Trimestre,Gran Resistencia,175213,10526,185739,419217,0.44306170789829613,0.41795299331849617,0.05667091994680708
2022,2do Trimestre,Cdro. Rivadavia - R.Tilly,95545,1602,97147,244993,0.3965296967668464,0.38999073442914695,0.01649047320040763
2022,2do Trimestre,Gran Mendoza,494745,29521,524266,1040252,0.5039798048934296,0.4756011043477926,0.05630920181739804
2022,2do Trimestre,Corrientes,165706,8501,174207,385512,0.4518847662329577,0.4298335719770072,0.0487982687262854
2022,2do Trimestre,Gran Cordoba,711737,68195,779932,1581405,0.49318928421245667,0.45006623856633815,0.08743710990188888
2022,2do Trimestre,Concordia,62361,3948,66309,162997,0.4068111683037111,0.3825898636171218,0.05953942903678234
2022,2do Trimestre,Formosa,95083,2677,97760,257701,0.37935436804668976,0.36896636023919194,0.027383387888707037
2022,2do Trimestre,Neuquen - Plottier,135803,11502,147305,314870,0.46782799250484325,0.4312986311811224,0.07808288924340653
2022,2do Trimestre,S. del Estero - La Banda,174320,2359,176679,409065,0.4319093542591031,0.4261425445833792,0.013351898075040045
2022,2do Trimestre,Jujuy - Palpala,159661,9471,169132,352974,0.4791627711956121,0.45233076657204213,0.0559976822836601
2022,2do Trimestre,Rio Gallegos,56999,1782,58781,126601,0.46430122984810546,0.45022551164682745,0.030315918409009716
2022,2do Trimestre,Gran Catamarca,95497,4161,99658,227500,0.43805714285714287,0.419767032967033,0.04175279455738626
2022,2do Trimestre,Salta,290419,21832,312251,650366,0.4801158117121744,0.4465470212157462,0.06991811075064612
2022,2do Trimestre,La Rioja,100389,3751,104140,228889,0.4549803616600186,0.4385925055376187,0.03601882081812944
2022,2do Trimestre,San Luis - El Chorrillo,106137,3930,110067,242522,0.45384336266400577,0.4376386472155103,0.035705524816702555
2022,2do Trimestre,Gran San Juan,234492,7190,241682,544830,0.4435915790246499,0.43039480204834535,0.02974983656209399
2022,2do Trimestre,Gran Tucuman - T. Viejo,391809,30342,422151,911591,0.4630925491804987,0.42980788533454145,0.07187475571537198
2022,2do Trimestre,Santa Rosa - Toay,56889,4515,61404,129949,0.47252383627423067,0.4377794365481843,0.07352941176470588
2022,2do Trimestre,Ushuaia - Rio Grande,79928,3580,83508,171472,0.4870066249883363,0.4661285807595409,0.042870144177803327
2022,2do Trimestre,Ciudad de Buenos Aires,1523799,87669,1611468,3003559,0.536519509022463,0.507331136162133,0.05440319013470947
2022,2do Trimestre,Partidos del GBA,5523819,510215,6034034,12693978,0.4753461838361466,0.43515271572079295,0.08455620236810067
2022,2do Trimestre,Mar del Plata - Batan,284413,26898,311311,653854,0.4761169924784432,0.43497936848287233,0.08640234363707032
2022,2do Trimestre,Rio Cuarto,77711,5839,83550,180080,0.4639604620168814,0.43153598400710796,0.06988629563135847
2022,2do Trimestre,San Nicolas - Villa Constitucion,75996,4915,80911,196603,0.41154509341159595,0.38654547489102403,0.060745757684369246
2022,2do Trimestre,Rawson - Trelew,65097,4464,69561,148511,0.46838954690224965,0.43833116738827427,0.06417389054211411
2022,2do Trimestre,Viedma - Carmen de Patagones.,32287,270,32557,84231,0.3865204022272085,0.38331493155726515,0.008293147403016248
2022,1er Trimestre,Gran La Plata,394150,23864,418014,911179,0.45876167031944326,0.4325714266900357,0.05708899701923859
2022,1er Trimestre,Bahia Blanca - Cerri,138977,11461,150438,317320,0.47408924744737174,0.4379711332408925,0.07618420877703772
2022,1er Trimestre,Gran Rosario,620284,53509,673793,1334868,0.5047637669042931,0.464678155443085,0.07941459765833127
2022,1er Trimestre,Gran Santa Fe,230386,17647,248033,541071,0.4584111881804791,0.4257962448551114,0.07114779081815727
2022,1er Trimestre,Gran Parana,117219,4797,122016,283048,0.43107882761934374,0.4141311720980187,0.03931451612903226
