ANO4,TRIMESTRE,PROVINCIA,label_provincia,total_indigentes,total_pobres_no_ind,total_poblacion,tasa_pobreza,tasa_indigencia
2023,3,Corrientes,Corrientes,26577,116239,389127,0.3670164239438538,0.06829903861721237
2023,3,Córdoba,Córdoba,160397,518778,1774821,0.3826723934413668,0.09037362077640505
2023,3,Entre Ríos,Entre Ríos,45618,136629,449608,0.40534643511681284,0.10146171776302913
2023,3,Formosa,Formosa,40473,67736,260905,0.4147448304938579,0.1551254287959219
2023,3,Jujuy,Jujuy,33773,107196,357055,0.3948103233395415,0.094587668566467345
2023,3,La Pampa,La Pampa,15163,27938,131472,0.3278340635268346,0.11533254229037361
2023,3,La Rioja,La Rioja,16087,103520,233392,0.5124725783231645,0.06892695550832934
2023,3,Mendoza,Mendoza,114637,335780,1050046,0.4289497793430002,0.10917331240726597
2023,3,Misiones,Misiones,24241,104142,385693,0.3328631839312614,0.06285050545381948
2023,3,Neuquén,Neuquén,14076,81731,319559,0.29981005072615696,0.044048203931042466
2023,3,Río Negro,Río Negro,6102,29298,85242,0.4152882381924404,0.07158443021045963
2023,3,Salta,Salta,49774,189367,659588,0.36256117455138664,0.07546225825818541
2023,3,San Juan,San Juan,35272,193341,550679,0.4151474815636696,0.06405183419015434
2023,3,San Luis,San Luis,23921,97016,246823,0.48997459718097586,0.09691560348914
2023,3,Santa Cruz,Santa Cruz,2275,37338,129368,0.30620400717333496,0.017585492548389092
2023,3,Santa Fe,Santa Fe,204552,462022,1893842,0.3519691716626836,0.10800901025534337
2023,3,Santiago del Estero,Santiago del Estero,48685,163188,413311,0.5126236659561444,0.1177926549257097
2023,3,Tierra del Fuego,Tierra del Fuego,9743,30064,175743,0.22650688789880677,0.05543890795081454
2023,3,Tucumán,Tucumán,82099,271667,918724,0.3850623255732951,0.0893619846656885
2023,2,Buenos Aires,Buenos Aires,1773036,5155459,14939152,0.46378100979225595,0.1186838449732622
2023,2,Catamarca,Catamarca,18128,85601,229901,0.45118985998321015,0.07885133166014936
2023,2,Chaco,Chaco,80964,169695,421864,0.5941701591034078,0.19191967079437924
2023,2,Chubut,Chubut,23338,117793,399506,0.35326378076925,0.058417145174290246
2023,2,Ciudad Autónoma de Buenos Aires,CABA,186721,364962,3004762,0.18360289433905247,0.062141693751451864
2023,2,Corrientes,Corrientes,25869,114397,388392,0.3611454406887886,0.06660538837051226
2023,2,Córdoba,Córdoba,163156,575243,1772187,0.4166597543035808,0.09206477645982054
2023,2,Entre Ríos,Entre Ríos,64104,140496,448960,0.45571988595866003,0.14278332145402708
2023,2,Formosa,Formosa,24093,59740,260248,0.32212735544557497,0.09257708032338385
2023,2,Jujuy,Jujuy,36691,129460,356192,0.46646471565897046,0.10300905129817627
2023,2,La Pampa,La Pampa,19234,29280,131151,0.36990949363710535,0.1466553819643007
2023,2,La Rioja,La Rioja,15928,85538,232489,0.4364335516949189,0.06851076825140114
2023,2,Mendoza,Mendoza,70346,389634,1048030,0.43889964981918456,0.0671221243666689
2023,2,Misiones,Misiones,28787,111360,384609,0.3643882488449308,0.07484744246754496
2023,2,Neuquén,Neuquén,17202,77620,318659,0.29756573641416056,0.053982470289557175
2023,2,Río Negro,Río Negro,6183,26735,85049,0.38704746675445917,0.07269926748109913
2023,2,Salta,Salta,39933,207862,657772,0.37671868063705966,0.06070948596170102
2023,2,San Juan,San Juan,17452,172943,549543,0.34646060453868033,0.031757296517288
2023,2,San Luis,San Luis,16642,92834,245910,0.44518726363303646,0.06767516571103249
2023,2,Santa Cruz,Santa Cruz,8337,33082,128885,0.3213640066726151,0.06468557240951235
2023,2,Santa Fe,Santa Fe,147190,554065,1890858,0.37086603013023717,0.07784296864174887
2023,2,Santiago del Estero,Santiago del Estero,28197,173024,412511,0.48779547696909903,0.06835454084860768
2023,2,Tierra del Fuego,Tierra del Fuego,7799,40626,174900,0.2768724985706118,0.04459119496855346
2023,2,Tucumán,Tucumán,85356,327449,917309,0.4500173878158832,0.09305043338722284
2023,1,Buenos Aires,Buenos Aires,1630197,4864442,14899325,0.4359015592988273,0.10941415131222387
2023,1,Catamarca,Catamarca,20317,63382,229282,0.36504828115595644,0.08861140429689204
2023,1,Chaco,Chaco,74359,169195,421181,0.5782644516253107,0.17654879968469614
2023,1,Chubut,Chubut,16838,106821,398104,0.310619838032273,0.042295480577939436
2023,1,Ciudad Autónoma de Buenos Aires,CABA,132442,392509,3004523,0.17472024677461281,0.04408087406886218
2023,1,Corrientes,Corrientes,28868,122892,387691,0.39144576479722254,0.07446136227046797
2023,1,Córdoba,Córdoba,99457,540394,1769522,0.3615953912977629,0.05620557416070555
2023,1,Entre Ríos,Entre Ríos,33865,153688,448300,0.41836493419585097,0.0755409324113317
2023,1,Formosa,Formosa,18829,76722,259608,0.3680587655234045,0.07252858155372716
2023,1,Jujuy,Jujuy,24877,109599,355418,0.37836012807454883,0.06999364128997405
2023,1,La Pampa,La Pampa,13938,28488,130863,0.3242016459961945,0.10650833314229385
2023,1,La Rioja,La Rioja,13116,68618,231640,0.3528492488343982,0.056622345018131584
2023,1,Mendoza,Mendoza,109850,320379,1046208,0.4112270217776962,0.10499824126751085
2023,1,Misiones,Misiones,27129,112595,383539,0.3643019353964004,0.07073335436552737
2023,1,Neuquén,Neuquén,19255,100077,317787,0.3755093820703805,0.06059089893545047
2023,1,Río Negro,Río Negro,4378,37208,84872,0.48998491846545383,0.051583561127344704
2023,1,Salta,Salta,46934,191216,656029,0.36301748855614613,0.07154256900228496
2023,1,San Juan,San Juan,16122,179176,548375,0.35613950307727377,0.029399589696831548
2023,1,San Luis,San Luis,21416,91060,245082,0.45893211251744315,0.0873829983434116
2023,1,Santa Cruz,Santa Cruz,8337,29714,128312,0.29655059542365486,0.06497443730905916
2023,1,Santa Fe,Santa Fe,120370,532438,1887948,0.3457764726570859,0.06375705263068686
2023,1,Santiago del Estero,Santiago del Estero,37513,145846,411691,0.4453801516185683,0.09111931035655382
2023,1,Tierra del Fuego,Tierra del Fuego,3105,38570,174036,0.23946195040106644,0.017841136316624148
2023,1,Tucumán,Tucumán,80960,275404,915950,0.38906490528959004,0.08838910420874502
2022,4,Buenos Aires,Buenos Aires,1236855,5349075,14858227,0.4432514054335016,0.08324378137445336
2022,4,Catamarca,Catamarca,18797,90407,228756,0.47738201402367586,0.08217052230324014
2022,4,Chaco,Chaco,66690,171311,420554,0.5659225688021039,0.15857654427255477
2022,4,Chubut,Chubut,35530,109364,396523,0.36541133805605225,0.0896038817420427
2022,4,Ciudad Autónoma de Buenos Aires,CABA,116658,415361,3004201,0.17709167928510774,0.03883162278422782
2022,4,Corrientes,Corrientes,41625,149937,386974,0.4950255055895228,0.10756536614863015
2022,4,Córdoba,Córdoba,116936,608461,1766931,0.41054064929530354,0.06618028660994685
2022,4,Entre Ríos,Entre Ríos,45237,173257,447668,0.48807151728513093,0.10105033194242162
2022,4,Formosa,Formosa,44796,45278,259049,0.34771027875035226,0.17292481345228122
2022,4,Jujuy,Jujuy,35045,134874,354632,0.4791417582169686,0.09882074939655756
2022,4,La Pampa,La Pampa,22399,29582,130553,0.39816013419837154,0.17157016690539476
2022,4,La Rioja,La Rioja,20973,87148,230674,0.46871775752793987,0.09092051986786548
2022,4,Mendoza,Mendoza,96568,351660,1044164,0.42926973157473347,0.0924835562229688
2022,4,Misiones,Misiones,28980,129650,382430,0.41479486441963237,0.0757785738566535
2022,4,Neuquén,Neuquén,18438,101106,316798,0.3773508671140601,0.05820112500710232
2022,4,Río Negro,Río Negro,3102,28120,84575,0.36916346438072717,0.03667750517292344
2022,4,Salta,Salta,49295,239382,654138,0.4413090204207675,0.07535871635648747
2022,4,San Juan,San Juan,12534,185611,547155,0.36213687163600805,0.02290758560188612
2022,4,San Luis,San Luis,10816,94733,244274,0.43209265005690334,0.044278146671360846
2022,4,Santa Cruz,Santa Cruz,7355,44039,127733,0.4023549121996665,0.05758104796724417
2022,4,Santa Fe,Santa Fe,141651,568741,1884997,0.3768663822807145,0.07514653869475654
2022,4,Santiago del Estero,Santiago del Estero,31043,179548,410803,0.5126325757114724,0.07556663412876731
2022,4,Tierra del Fuego,Tierra del Fuego,4516,50194,173203,0.315872126926208,0.026073451383636544
2022,4,Tucumán,Tucumán,74539,376606,914419,0.4933679199579186,0.0815151478698496
2022,3,Buenos Aires,Buenos Aires,1571147,4727559,14817100,0.42509708377482774,0.10603606643675213
2022,3,Catamarca,Catamarca,9869,90322,228121,0.4392011257183688,0.043262128431841
2022,3,Chaco,Chaco,49753,167959,419950,0.5184236218597452,0.11847362781283487
2022,3,Chubut,Chubut,19319,91131,395087,0.279558679480722,0.04889809080025412
2022,3,Ciudad Autónoma de Buenos Aires,CABA,99309,355823,3003894,0.15151400149272912,0.03306008800576851
2022,3,Corrientes,Corrientes,23335,141467,386227,0.42669725316976803,0.060417837178654
2022,3,Córdoba,Córdoba,127242,545184,1764284,0.38113251608017756,0.0721210417370446
2022,3,Entre Ríos,Entre Ríos,29774,143133,446990,0.38682520861764247,0.0666099912749726
2022,3,Formosa,Formosa,25856,66982,258373,0.3593177305678225,0.10007237598355866
2022,3,Jujuy,Jujuy,28397,99950,353829,0.36273736748542373,0.08025628198932253
2022,3,La Pampa,La Pampa,13176,42913,130280,0.4305265581823764,0.10113601473748848
2022,3,La Rioja,La Rioja,9347,86991,229893,0.41905582162136296,0.04065804526453611
2022,3,Mendoza,Mendoza,50149,364263,1042263,0.39760789743087877,0.04811549484151313
2022,3,Misiones,Misiones,10376,105306,381366,0.3033359030432708,0.027207459500846954
2022,3,Neuquén,Neuquén,11264,109462,315862,0.38221121882341025,0.03566114315745484
2022,3,Río Negro,Río Negro,1744,28122,84451,0.3536488614699648,0.020651028407005247
2022,3,Salta,Salta,29280,191576,652256,0.338603247804543,0.04489034980130501
2022,3,San Juan,San Juan,12131,163343,545999,0.3213815409918333,0.022217989410237015
2022,3,San Luis,San Luis,17175,99663,243340,0.48014300978055396,0.07058025807512124
2022,3,Santa Cruz,Santa Cruz,10428,31870,127165,0.3326229701568828,0.0820036959855306
2022,3,Santa Fe,Santa Fe,100513,532302,1881997,0.3362465508712288,0.05340763029909187
