ANO4,TRIMESTRE,AGLOMERADO,gini,p90,p10,ratio_p90_p10
2025,1er Trimestre,Mar del Plata - Batan,0.395703983436988,977500,170000,5.75
2025,1er Trimestre,Rio Cuarto,0.39652748829360007,1069999.9999999988,166000.00200000004,6.445783054870075
2025,1er Trimestre,San Nicolas - Villa Constitucion,0.43483712019656195,1066666.67,149333.33,7.142857324617351
2025,1er Trimestre,Rawson - Trelew,0.41921823626270793,1333333.33,208650.79,6.3902625530437724
2025,1er Trimestre,Viedma - Carmen de Patagones.,0.3600961162556473,1097500,200000,5.4875
2024,4to Trimestre,Gran La Plata,0.4562220721385586,900000,117200,7.679180887372014
2024,4to Trimestre,Bahia Blanca - Cerri,0.3741736705591734,935900.0000000001,180000,5.199444444444445
2024,4to Trimestre,Gran Rosario,0.3921408720867703,940000,148750,6.319327731092437
2024,4to Trimestre,Gran Santa Fe,0.40896093779704756,837000.0000000016,138850,6.0280878646021
2024,4to Trimestre,Gran Parana,0.3837630620530206,700000,124333.33000000002,5.630026960590534
2024,4to Trimestre,Posadas,0.3876449969203577,600000,100447,5.97329935189702
2024,4to Trimestre,Gran Resistencia,0.3948886384303876,500000,77166.67,6.479481361577479
2024,4to Trimestre,Cdro. Rivadavia - R.Tilly,0.4341442044549808,1024999.9990000057,145000,7.068965510344866
2024,4to Trimestre,Gran Mendoza,0.42389734698110715,800000,118666.67000000001,6.741572844337841
2024,4to Trimestre,Corrientes,0.33129408462573906,590333.3330000001,133333.33,4.427500108187504
2024,4to Trimestre,Gran Cordoba,0.40570046917696345,825000,118644,6.953575402043087
2024,4to Trimestre,Concordia,0.36989948384430704,540500.0000000001,100000,5.405000000000001
2024,4to Trimestre,Formosa,0.3450611409571138,500000,114960,4.349338900487126
2024,4to Trimestre,Neuquen - Plottier,0.3957318629929887,1150000,160000,7.1875
2024,4to Trimestre,S. del Estero - La Banda,0.3556014449580971,519333.33400000044,104857.14,4.95277035021173
2024,4to Trimestre,Jujuy - Palpala,0.4177895040711519,625400.0000000006,102400.00300000001,6.107421696071635
2024,4to Trimestre,Rio Gallegos,0.3568337558511132,1000000,210000,4.761904761904762
2024,4to Trimestre,Gran Catamarca,0.3669680507447879,543900.0010000004,107500,5.059534893023259
2024,4to Trimestre,Salta,0.3868927898080301,666666.67,124000,5.376344112903226
2024,4to Trimestre,La Rioja,0.28956644093335626,473333.33,125000,3.78666664
2024,4to Trimestre,San Luis - El Chorrillo,0.32642026421626724,600000,136040,4.410467509556013
2024,4to Trimestre,Gran San Juan,0.36171992126793384,556541.9970000004,117555.56,4.734289020442763
2024,4to Trimestre,Gran Tucuman - T. Viejo,0.3814317545832182,533333.33,100000,5.3333333
2024,4to Trimestre,Santa Rosa - Toay,0.43317675080569984,1053000.0000000007,144000,7.312500000000004
2024,4to Trimestre,Ushuaia - Rio Grande,0.42874583117222187,1200000,200000,6
2024,4to Trimestre,Ciudad de Buenos Aires,0.4161847789091837,1596666.67,193333.33,8.258620849286567
2024,4to Trimestre,Partidos del GBA,0.4274793814562372,800000,107000,7.4766355140186915
2024,4to Trimestre,Mar del Plata - Batan,0.3487285482374318,800000,152857.14,5.233644957638223
2024,4to Trimestre,Rio Cuarto,0.4516756962466104,762600.0000000008,110200.00200000001,6.920145064970151
2024,4to Trimestre,San Nicolas - Villa Constitucion,0.41058407427291854,800000,100000,8
2024,4to Trimestre,Rawson - Trelew,0.39089452126674473,950000,138750,6.846846846846847
2024,4to Trimestre,Viedma - Carmen de Patagones.,0.4284002110794347,900000,112250.00000000001,8.017817371937639
2024,3er Trimestre,Gran La Plata,0.4190793706985687,900000,112071.42800000001,8.030592775171918
2024,3er Trimestre,Bahia Blanca - Cerri,0.3873744004219475,875000,112500,7.777777777777778
2024,3er Trimestre,Gran Rosario,0.4159744630575801,920000,100000,9.2
2024,3er Trimestre,Gran Santa Fe,0.4506939087904982,675000,90000,7.5
2024,3er Trimestre,Gran Parana,0.39811609935873093,747500,113600,6.580105633802817
2024,3er Trimestre,Posadas,0.4080324869899812,651000,89166.67,7.300934306507129
2024,3er Trimestre,Gran Resistencia,0.3995663083349825,383333.3300000001,61000,6.284152950819673
2024,3er Trimestre,Cdro. Rivadavia - R.Tilly,0.4327255165569852,1000000,159000,6.289308176100629
2024,3er Trimestre,Gran Mendoza,0.413445648454001,700000,97300,7.1942446043165464
2024,3er Trimestre,Corrientes,0.32049882732468404,500000,103500,4.830917874396135
2024,3er Trimestre,Gran Cordoba,0.4094775877914003,800000,103400,7.7369439071566735
2024,3er Trimestre,Concordia,0.4139750661001358,550000,72500,7.586206896551724
2024,3er Trimestre,Formosa,0.3188515330059545,385440,95200,4.048739495798319
2024,3er Trimestre,Neuquen - Plottier,0.4481844585233432,1083999.9999999986,158000,6.860759493670877
2024,3er Trimestre,S. del Estero - La Banda,0.3823318581318631,502500,81200,6.188423645320197
2024,3er Trimestre,Jujuy - Palpala,0.37296151813023926,530000,92500,5.72972972972973
2024,3er Trimestre,Rio Gallegos,0.3747047706610118,815000,129142.85600000006,6.310840763812747
2024,3er Trimestre,Gran Catamarca,0.3775608850728531,492250,86666.67,5.679807473853558
2024,3er Trimestre,Salta,0.4024676797778284,560000,100000,5.6
2024,3er Trimestre,La Rioja,0.2809614200701276,352000,105000,3.3523809523809525
2024,3er Trimestre,San Luis - El Chorrillo,0.3521632584700001,566666.67,111000,5.105105135135135
2024,3er Trimestre,Gran San Juan,0.38030736103877416,564750,98643.67,5.725151953490782
2024,3er Trimestre,Gran Tucuman - T. Viejo,0.3770679262519252,558933.3320000003,105000,5.323174590476193
2024,3er Trimestre,Santa Rosa - Toay,0.44688189674286605,900000,85000,10.588235294117647
2024,3er Trimestre,Ushuaia - Rio Grande,0.4302008762608125,1025000,140000,7.321428571428571
2024,3er Trimestre,Ciudad de Buenos Aires,0.41897393838848984,1640000,192200,8.532778355879293
2024,3er Trimestre,Partidos del GBA,0.421878497418561,750000,101740.83300000001,7.371671509707414
2024,3er Trimestre,Mar del Plata - Batan,0.3619083875333047,787500,125000,6.3
2024,3er Trimestre,Rio Cuarto,0.44488029986230515,776000.0000000002,123600.00000000001,6.278317152103561
2024,3er Trimestre,San Nicolas - Villa Constitucion,0.47383818435881153,850000,85333.33,9.960937889099137
2024,3er Trimestre,Rawson - Trelew,0.4124243412063038,833333.33,103312,8.066181372928604
2024,3er Trimestre,Viedma - Carmen de Patagones.,0.3613120785022659,700000,123333.33,5.675675829072319
2024,2do Trimestre,Gran La Plata,0.44704700435528366,612500,71000,8.626760563380282
2024,2do Trimestre,Bahia Blanca - Cerri,0.44831115182806514,700000,65000,10.76923076923077
2024,2do Trimestre,Gran Rosario,0.4350856600638906,568200.0000000002,71020.00000000004,8.00056322162771
2024,2do Trimestre,Gran Santa Fe,0.3901194084465942,500000,77050,6.489292667099286
2024,2do Trimestre,Gran Parana,0.35833926142936434,500000,87500,5.714285714285714
2024,2do Trimestre,Posadas,0.3940560993195845,426666.67,76960.00000000004,5.544005587318084
2024,2do Trimestre,Gran Resistencia,0.41501856355654354,300000,44525.000000000015,6.737787759685568
2024,2do Trimestre,Cdro. Rivadavia - R.Tilly,0.4543602776464013,590000,120000,4.916666666666667
2024,2do Trimestre,Gran Mendoza,0.36832634734713565,425000,81200,5.233990147783251
2024,2do Trimestre,Corrientes,0.3400634028384957,396666.67,85000,4.666666705882353
2024,2do Trimestre,Gran Cordoba,0.3821916835318575,550000,93271.5,5.89676374884075
2024,2do Trimestre,Concordia,0.3859220614056369,375000,54000,6.944444444444445
2024,2do Trimestre,Formosa,0.2874500514244005,268600,70000,3.837142857142857
2024,2do Trimestre,Neuquen - Plottier,0.4204413589696401,770000,100000,7.7
2024,2do Trimestre,S. del Estero - La Banda,0.3531198227212826,349000,69750,5.003584229390681
2024,2do Trimestre,Jujuy - Palpala,0.355397707650809,362500,72000,5.034722222222222
2024,2do Trimestre,Rio Gallegos,0.3339048434370966,500000,120000,4.166666666666667
2024,2do Trimestre,Gran Catamarca,0.3650080341512876,374500,70533.33600000001,5.309546113060637
2024,2do Trimestre,Salta,0.3824557955921932,425000,74166.67,5.730336821108458
2024,2do Trimestre,La Rioja,0.28066819025167433,269000,77750,3.459807073954984
2024,2do Trimestre,San Luis - El Chorrillo,0.3611301145285779,425000,89000,4.775280898876405
2024,2do Trimestre,Gran San Juan,0.3903685554393519,401666.67,83357.14,4.818623455651189
2024,2do Trimestre,Gran Tucuman - T. Viejo,0.3592248331604537,379333.33,73750,5.143502779661017
2024,2do Trimestre,Santa Rosa - Toay,0.4575466158074164,666666.67,66600,10.010010060060061
2024,2do Trimestre,Ushuaia - Rio Grande,0.4674193231500965,666666.67,100000,6.6666667
2024,2do Trimestre,Ciudad de Buenos Aires,0.43241883495412026,1000000,162250,6.163328197226503
2024,2do Trimestre,Partidos del GBA,0.4360422623849445,537333.3360000009,66666.67,8.059999637000033
2024,2do Trimestre,Mar del Plata - Batan,0.3935219110589543,500000,86666.67,5.769230547337287
2024,2do Trimestre,Rio Cuarto,0.3964887129881731,500000,83888.89,5.960264821718347
2024,2do Trimestre,San Nicolas - Villa Constitucion,0.46725045350353867,515000.0000000006,54666.67,9.42073113288226
2024,2do Trimestre,Rawson - Trelew,0.41838533015069856,600000,100000,6
2024,2do Trimestre,Viedma - Carmen de Patagones.,0.3604070876072569,508500.00000000023,100000,5.085000000000003
2024,1er Trimestre,Gran La Plata,0.5046302340231819,550000,35000,15.714285714285714
2024,1er Trimestre,Bahia Blanca - Cerri,0.41066977645370173,450000,70000,6.428571428571429
2024,1er Trimestre,Gran Rosario,0.4565523305836905,460000,50000,9.2
2024,1er Trimestre,Gran Santa Fe,0.4480650272707294,450000,55000,8.181818181818182
2024,1er Trimestre,Gran Parana,0.39858591160486867,450000,69200,6.502890173410405
2024,1er Trimestre,Posadas,0.4057083739638756,330000,52818.75,6.247781327653533
2024,1er Trimestre,Gran Resistencia,0.3698284365480049,220000,40000,5.5
2024,1er Trimestre,Cdro. Rivadavia - R.Tilly,0.4084751808443343,500000,69000,7.246376811594203
2024,1er Trimestre,Gran Mendoza,0.40855810035776585,375000,58666.67,6.392045091361075
2024,1er Trimestre,Corrientes,0.3744247723306273,335333.33,64616.00000000001,5.189633063018447
2024,1er Trimestre,Gran Cordoba,0.40473279026588216,465000,69500,6.690647482014389
2024,1er Trimestre,Concordia,0.3895749806955848,300000,50000,6
2024,1er Trimestre,Formosa,0.3514058421441746,247500,60500,4.090909090909091
2024,1er Trimestre,Neuquen - Plottier,0.4199036812341035,605000,52000,11.634615384615385
2024,1er Trimestre,S. del Estero - La Banda,0.3484664490437126,231250,48900,4.729038854805726
2024,1er Trimestre,Jujuy - Palpala,0.3837795116860434,311000,51200,6.07421875
2024,1er Trimestre,Rio Gallegos,0.3844169974075129,406000.00000000023,81333.33200000002,4.991803360521368
2024,1er Trimestre,Gran Catamarca,0.3646256517828874,295000,57200,5.1573426573426575
2024,1er Trimestre,Salta,0.42843266503092536,339000,55400,6.11913357400722
2024,1er Trimestre,La Rioja,0.31688543928345325,227500,67142.86,3.3882977281575433
2024,1er Trimestre,San Luis - El Chorrillo,0.358407621058916,383333.33,73600,5.2083332880434785
2024,1er Trimestre,Gran San Juan,0.38629637142094,312000,46950,6.645367412140575
2024,1er Trimestre,Gran Tucuman - T. Viejo,0.38325602566652606,295000,54000,5.462962962962963
2024,1er Trimestre,Santa Rosa - Toay,0.42198787786099956,540000,56500,9.557522123893806
2024,1er Trimestre,Ushuaia - Rio Grande,0.43715516191173265,650000,90000,7.222222222222222
2024,1er Trimestre,Ciudad de Buenos Aires,0.4643164522426275,770000,93000,8.279569892473118
2024,1er Trimestre,Partidos del GBA,0.49456948653062227,441666.67,50000,8.833333399999999
2024,1er Trimestre,Mar del Plata - Batan,0.3661469972080056,400000,73333.33,5.45454570247935
2024,1er Trimestre,Rio Cuarto,0.39128829892149497,400000,70150,5.702066999287242
2024,1er Trimestre,San Nicolas - Villa Constitucion,0.45130056459547063,385000,56700,6.790123456790123
2024,1er Trimestre,Rawson - Trelew,0.4417574925955705,416666.67,75000,5.5555556
2024,1er Trimestre,Viedma - Carmen de Patagones.,0.3544135666571151,395833.33,71166.67000000003,5.562060582573273
2023,4to Trimestre,Gran La Plata,0.4917677058261347,315333.33,26450,11.921865028355388
2023,4to Trimestre,Bahia Blanca - Cerri,0.379797414399377,350000,58500,5.982905982905983
2023,4to Trimestre,Gran Rosario,0.4184914821332768,332500,40000,8.3125
2023,4to Trimestre,Gran Santa Fe,0.437347034046212,250000,30800,8.116883116883116
2023,4to Trimestre,Gran Parana,0.42148213080321284,300000,47631.668999999994,6.298330633763852
2023,4to Trimestre,Posadas,0.4540206669300346,250000,36312.5,6.884681583476764
2023,4to Trimestre,Gran Resistencia,0.3865574639105489,165000,26400,6.25
2023,4to Trimestre,Cdro. Rivadavia - R.Tilly,0.4152269615916282,362500,47850.00000000003,7.575757575757571
2023,4to Trimestre,Gran Mendoza,0.3893120519627473,235000,36000,6.527777777777778
2023,4to Trimestre,Corrientes,0.3663594734144624,219333.33400000024,43000,5.100775209302331
2023,4to Trimestre,Gran Cordoba,0.39841159070294907,288666.6680000004,46000,6.275362347826096
2023,4to Trimestre,Concordia,0.3783560852951098,210000,35454.55,5.923076163708184
2023,4to Trimestre,Formosa,0.31364381067146496,160000,40000,4
2023,4to Trimestre,Neuquen - Plottier,0.4392966599763213,450000,49699.99999999999,9.054325955734408
2023,4to Trimestre,S. del Estero - La Banda,0.33275110107587125,180000,38108,4.723417655085546
2023,4to Trimestre,Jujuy - Palpala,0.3874997058381382,225000,39200,5.739795918367347
2023,4to Trimestre,Rio Gallegos,0.3909257827917827,380000,54000,7.037037037037037
2023,4to Trimestre,Gran Catamarca,0.3843563899327478,205466.66599999994,34771.432,5.909065407487386
2023,4to Trimestre,Salta,0.4211612998235523,230000,37000,6.216216216216216
2023,4to Trimestre,La Rioja,0.29614884654239404,165000,45000,3.6666666666666665
2023,4to Trimestre,San Luis - El Chorrillo,0.3662147750994791,330000,61734.8,5.3454453565898
2023,4to Trimestre,Gran San Juan,0.34010794754857443,201107.00000000012,43000,4.676906976744188
2023,4to Trimestre,Gran Tucuman - T. Viejo,0.3548765435621135,188270,39258.333,4.795669749910166
2023,4to Trimestre,Santa Rosa - Toay,0.48551850093082294,433333.33,34333.33,12.621360351588384
2023,4to Trimestre,Ushuaia - Rio Grande,0.651251142884945,457300.00000000035,73433.332,6.227417271491921
2023,4to Trimestre,Ciudad de Buenos Aires,0.43396093855531603,514000,75000,6.8533333333333335
2023,4to Trimestre,Partidos del GBA,0.41913820475292596,276000,36000,7.666666666666667
2023,4to Trimestre,Mar del Plata - Batan,0.35797380605187357,242700.00000000012,44200.00200000001,5.49094997778507
2023,4to Trimestre,Rio Cuarto,0.46706112268933,310000,38428.57,8.066914798026572
2023,4to Trimestre,San Nicolas - Villa Constitucion,0.4135908069183927,272600.0000000001,35160,7.75312855517634
2023,4to Trimestre,Rawson - Trelew,0.46843635708069087,300000,37625.00000000001,7.973421926910297
2023,4to Trimestre,Viedma - Carmen de Patagones.,0.33968173318436357,270000,56000,4.821428571428571
2023,3er Trimestre,Gran La Plata,0.4354967590899719,270000,32500,8.307692307692308
2023,3er Trimestre,Bahia Blanca - Cerri,0.41120768181545486,292500,37500,7.8
2023,3er Trimestre,Gran Rosario,0.42321238883207,250000,28623.331000000013,8.734133703725814
2023,3er Trimestre,Gran Santa Fe,0.4062940321191775,201666.67,27571.43,7.314334802366073
2023,3er Trimestre,Gran Parana,0.4287260553875001,260000,34000,7.647058823529412
2023,3er Trimestre,Posadas,0.3879035800915176,181999.99999999988,33270.00200000001,5.470393419273009
2023,3er Trimestre,Gran Resistencia,0.35187347824867743,112500,25000,4.5
2023,3er Trimestre,Cdro. Rivadavia - R.Tilly,0.3842079645610852,300000,45000,6.666666666666667
2023,3er Trimestre,Gran Mendoza,0.4134240233908031,202560,29000,6.9848275862068965
2023,3er Trimestre,Corrientes,0.3841973141186372,223333.33,36722.22,6.081694679678951
2023,3er Trimestre,Gran Cordoba,0.41649047767072034,246000,32740.000000000004,7.513744654856444
2023,3er Trimestre,Concordia,0.3747720934865697,175000,26666.67,6.562499179687603
2023,3er Trimestre,Formosa,0.36190193298131135,147750.00000000006,24000,6.156250000000003
2023,3er Trimestre,Neuquen - Plottier,0.39032226857850105,263750,50000,5.275
2023,3er Trimestre,S. del Estero - La Banda,0.36225752168212466,152000,27340.000000000007,5.559619604974395
2023,3er Trimestre,Jujuy - Palpala,0.38494918508683895,173466.666,30000,5.7822222
2023,3er Trimestre,Rio Gallegos,0.36392766059958603,290000,50000,5.8
2023,3er Trimestre,Gran Catamarca,0.3759088885838082,166666.67,29083.33,5.730659797210292
2023,3er Trimestre,Salta,0.3772830522981394,184400.0000000001,32000,5.762500000000003
2023,3er Trimestre,La Rioja,0.28888291164975044,119750,31430,3.810054088450525
2023,3er Trimestre,San Luis - El Chorrillo,0.38855394413224076,184000,29560.67,6.224486792755374
2023,3er Trimestre,Gran San Juan,0.35445292993608746,164666.67,31218.67,5.274621564595802
2023,3er Trimestre,Gran Tucuman - T. Viejo,0.37032522651259114,164000,31116.669,5.270487017746019
2023,3er Trimestre,Santa Rosa - Toay,0.5141675595300939,370000,32000,11.5625
2023,3er Trimestre,Ushuaia - Rio Grande,0.43346935490524174,397500.00100000034,54000,7.361111129629636
2023,3er Trimestre,Ciudad de Buenos Aires,0.42603951987999267,400000,52000,7.6923076923076925
2023,3er Trimestre,Partidos del GBA,0.4372291230741894,233333.33,26250,8.888888761904761
2023,3er Trimestre,Mar del Plata - Batan,0.3400218173117793,197333.33599999998,37280.00000000001,5.293276180257509
2023,3er Trimestre,Rio Cuarto,0.46903679448848834,277000.00000000047,32666.67,8.479590971470325
2023,3er Trimestre,San Nicolas - Villa Constitucion,0.4189731181986929,217500,31600,6.882911392405063
2023,3er Trimestre,Rawson - Trelew,0.38187312615599467,235000,37000,6.351351351351352
2023,3er Trimestre,Viedma - Carmen de Patagones.,0.3472157284117827,215000,40000,5.375
2023,2do Trimestre,Gran La Plata,0.4368918016582768,184300.00000000023,22533.334,8.178993840858181
2023,2do Trimestre,Bahia Blanca - Cerri,0.38017041020589204,180000,25000,7.2
2023,2do Trimestre,Gran Rosario,0.4050551845223822,197750,27500,7.1909090909090905
2023,2do Trimestre,Gran Santa Fe,0.3964306168549854,150000,21333.33,7.031251098632984
2023,2do Trimestre,Gran Parana,0.38362659251978926,170000,25142.86,6.761362868026946
2023,2do Trimestre,Posadas,0.3778151826315366,150000,23333.33,6.428572346938906
2023,2do Trimestre,Gran Resistencia,0.3914277336421037,96666.66999999998,18880,5.120056673728813
2023,2do Trimestre,Cdro. Rivadavia - R.Tilly,0.37132028584025534,216666.67,43600,4.969419036697248
2023,2do Trimestre,Gran Mendoza,0.3813845312441231,139109.99999999997,24466.67,5.685694048270565
2023,2do Trimestre,Corrientes,0.35563065340389244,125325,26830.63,4.670967472623639
2023,2do Trimestre,Gran Cordoba,0.39421503058588314,172500,26300,6.55893536121673
2023,2do Trimestre,Concordia,0.4282372537884953,116666.67,14857.14,7.852565837031892
2023,2do Trimestre,Formosa,0.3327193163183324,107400,23080,4.6533795493934145
2023,2do Trimestre,Neuquen - Plottier,0.3502709330946061,189250.00000000012,30000,6.308333333333337
2023,2do Trimestre,S. del Estero - La Banda,0.3414796632831667,106666.67,23650,4.510218604651163
2023,2do Trimestre,Jujuy - Palpala,0.37337501622153013,113266.66399999999,23000,4.924637565217391
2023,2do Trimestre,Rio Gallegos,0.3480049575762081,202500,41350.00000000001,4.897218863361547
2023,2do Trimestre,Gran Catamarca,0.3681922916928215,119666.66599999992,25000,4.786666639999997
2023,2do Trimestre,Salta,0.3746275833087225,140000,26666.67,5.2499993437500825
2023,2do Trimestre,La Rioja,0.2836594262375911,98250,25333.33,3.878289983985524
2023,2do Trimestre,San Luis - El Chorrillo,0.3539245965511668,133333.33,26594.8,5.013511287920947
2023,2do Trimestre,Gran San Juan,0.33741379785965364,125000,26916.67,4.643962273193527
2023,2do Trimestre,Gran Tucuman - T. Viejo,0.3623297870500437,115000,22000,5.2272727272727275
2023,2do Trimestre,Santa Rosa - Toay,0.45769654619215316,223800.00000000006,20000,11.190000000000003
2023,2do Trimestre,Ushuaia - Rio Grande,0.41334629186317784,261333.33400000032,40000,6.533333350000008
2023,2do Trimestre,Ciudad de Buenos Aires,0.40680061755526253,274500,32666.67,8.403060367034657
2023,2do Trimestre,Partidos del GBA,0.41853528204308077,155700.0000000003,22000,7.0772727272727405
2023,2do Trimestre,Mar del Plata - Batan,0.330705423111624,140000,26500,5.283018867924528
2023,2do Trimestre,Rio Cuarto,0.4334972521627094,143000,25000,5.72
2023,2do Trimestre,San Nicolas - Villa Constitucion,0.39233274592152156,146750,22750,6.450549450549451
2023,2do Trimestre,Rawson - Trelew,0.4071809876440682,187500,26000,7.211538461538462
2023,2do Trimestre,Viedma - Carmen de Patagones.,0.35456205124498297,163333.33,31666.67,5.157894088642728
2023,1er Trimestre,Gran La Plata,0.41195432531023357,150000,20000,7.5
2023,1er Trimestre,Bahia Blanca - Cerri,0.3929747183566832,190000,30000,6.333333333333333
2023,1er Trimestre,Gran Rosario,0.40867968300796065,157500,24000,6.5625
2023,1er Trimestre,Gran Santa Fe,0.4028489085407898,150000,17600.000000000007,8.52272727272727
2023,1er Trimestre,Gran Parana,0.3545481347186126,143750,26916.665,5.340557606226477
2023,1er Trimestre,Posadas,0.4053035938826781,137500,20050,6.85785536159601
2023,1er Trimestre,Gran Resistencia,0.3672164648588705,80500.00000000012,14636.664000000006,5.49988713275102
2023,1er Trimestre,Cdro. Rivadavia - R.Tilly,0.40718192592098035,187666.67,33333.33,5.630000663000066
2023,1er Trimestre,Gran Mendoza,0.40064089388778257,122600.00000000015,18240,6.7214912280701835
2023,1er Trimestre,Corrientes,0.36466010587150777,110500,22533.335,4.903845791135667
2023,1er Trimestre,Gran Cordoba,0.3849082700376698,150000,22166.67,6.766916275651688
2023,1er Trimestre,Concordia,0.3867506691756546,90000,15000,6
2023,1er Trimestre,Formosa,0.3200581358515251,91500.00000000033,20257.14,4.516925883910578
2023,1er Trimestre,Neuquen - Plottier,0.37905174840219047,160000,21000,7.619047619047619
2023,1er Trimestre,S. del Estero - La Banda,0.34365436725761356,98000,17625,5.5602836879432624
2023,1er Trimestre,Jujuy - Palpala,0.35782395441100334,103846.15,19324.997000000003,5.373669656973296
2023,1er Trimestre,Rio Gallegos,0.36619854716005307,185000,33333.33,5.5500005550000555
2023,1er Trimestre,Gran Catamarca,0.3519859018248326,94000,18473.286000000004,5.088428772228178
2023,1er Trimestre,Salta,0.41092336741871804,126666.67,20800,6.08974375
2023,1er Trimestre,La Rioja,0.3000939999901675,88300,23000,3.8391304347826085
2023,1er Trimestre,San Luis - El Chorrillo,0.37343297082747995,116666.67000000001,20945.33,5.570056427852892
2023,1er Trimestre,Gran San Juan,0.3616466539778571,108000,21333.33,5.062500791015748
2023,1er Trimestre,Gran Tucuman - T. Viejo,0.3766444381433871,108000,17490,6.174957118353345
2023,1er Trimestre,Santa Rosa - Toay,0.4236977786473517,167500,18540,9.034519956850055
2023,1er Trimestre,Ushuaia - Rio Grande,0.38407940763613624,225000,44259.997,5.083597271820872
2023,1er Trimestre,Ciudad de Buenos Aires,0.41829977389988926,275500.0000000001,34533.334000000024,7.9777990737876605
2023,1er Trimestre,Partidos del GBA,0.44798622443113345,135599.9999999999,20000,6.779999999999996
2023,1er Trimestre,Mar del Plata - Batan,0.3620128775006606,161666.66499999998,28583.33,5.655977277664988
2023,1er Trimestre,Rio Cuarto,0.3904189627824053,147250.0000000001,22150,6.647855530474045
2023,1er Trimestre,San Nicolas - Villa Constitucion,0.39486195474347596,150000,18666.67,8.035712850765563
2023,1er Trimestre,Rawson - Trelew,0.40782458668709864,172500,26166.67,6.592355848107536
2023,1er Trimestre,Viedma - Carmen de Patagones.,0.3523624798741878,120000,25385.71,4.727068890332395
2022,4to Trimestre,Gran La Plata,0.41928220094226276,120000,16192.31,7.410925309606845
2022,4to Trimestre,Bahia Blanca - Cerri,0.39021735326184626,114500,18000,6.361111111111111
2022,4to Trimestre,Gran Rosario,0.390121924098878,106666.67,18142.86,5.879264349722149
2022,4to Trimestre,Gran Santa Fe,0.3993782251196478,102666.66600000004,17125,5.9951337810219005
2022,4to Trimestre,Gran Parana,0.37071489736956664,100000,16966.667,5.893909510925156
2022,4to Trimestre,Posadas,0.3884250920534953,90000,14949.583000000002,6.020234811900773
2022,4to Trimestre,Gran Resistencia,0.3759140452202132,75000,12871.426000000001,5.826860209583615
2022,4to Trimestre,Cdro. Rivadavia - R.Tilly,0.3716641187672849,140000,24816.670000000006,5.641369289272089
2022,4to Trimestre,Gran Mendoza,0.3888257697824429,93333.33,15000,6.222222
2022,4to Trimestre,Corrientes,0.35222072308584984,68083.33100000003,14500,4.695402137931037
2022,4to Trimestre,Gran Cordoba,0.3851829930995905,105000,18500,5.675675675675675
2022,4to Trimestre,Concordia,0.37085490167939383,69000,13200,5.2272727272727275
2022,4to Trimestre,Formosa,0.34584470673877377,71000,11800,6.016949152542373
2022,4to Trimestre,Neuquen - Plottier,0.3447410830823685,120000,20000,6
2022,4to Trimestre,S. del Estero - La Banda,0.33011278985190984,64299.999999999956,15654.169000000002,4.107531993553918
2022,4to Trimestre,Jujuy - Palpala,0.34141421423368,72666.67,15500,4.688172258064516
2022,4to Trimestre,Rio Gallegos,0.3988567581114495,149100.00000000006,19000,7.847368421052635
2022,4to Trimestre,Gran Catamarca,0.38067355294617755,75666.66800000015,15000,5.044444533333343
2022,4to Trimestre,Salta,0.39025490381766303,83333.32999999999,16666.67,4.99999880000024
2022,4to Trimestre,La Rioja,0.2980086086024585,60000,15000,4
2022,4to Trimestre,San Luis - El Chorrillo,0.3600061982719467,96666.67,17686.36,5.4656056984026105
2022,4to Trimestre,Gran San Juan,0.31948867492252475,90000,19794,4.546832373446499
2022,4to Trimestre,Gran Tucuman - T. Viejo,0.3747572233672827,75000,15000,5
2022,4to Trimestre,Santa Rosa - Toay,0.4747525094419274,150000,13000,11.538461538461538
2022,4to Trimestre,Ushuaia - Rio Grande,0.4734971063897149,178000,29900.000000000007,5.953177257525082
2022,4to Trimestre,Ciudad de Buenos Aires,0.39401171543434543,197000,24000,8.208333333333334
2022,4to Trimestre,Partidos del GBA,0.3998500135916174,97500,16300,5.9815950920245395
2022,4to Trimestre,Mar del Plata - Batan,0.4004858403858691,105200,15091.111000000008,6.970991068848407
2022,4to Trimestre,Rio Cuarto,0.3663703801912561,105500,17500,6.0285714285714285
2022,4to Trimestre,San Nicolas - Villa Constitucion,0.38889582621268914,110000,16333.33,6.734695251978623
2022,4to Trimestre,Rawson - Trelew,0.3963446208182688,116666.67,15000,7.777778
2022,4to Trimestre,Viedma - Carmen de Patagones.,0.3722781920668865,124499.99900000008,25220,4.936558247422684
2022,3er Trimestre,Gran La Plata,0.4200525260958443,117500,14315.000000000002,8.20817324484806
2022,3er Trimestre,Bahia Blanca - Cerri,0.3993811491193924,114600.00000000003,15780,7.262357414448671
2022,3er Trimestre,Gran Rosario,0.3807009686005358,100000,16666.67,5.999998800000241
2022,3er Trimestre,Gran Santa Fe,0.40126256830336615,98500,16000,6.15625
2022,3er Trimestre,Gran Parana,0.3335996710702318,83749.99999999997,16750,4.999999999999998
2022,3er Trimestre,Posadas,0.3675120921046755,85000,16083.329999999998,5.284975188595895
2022,3er Trimestre,Gran Resistencia,0.3688298199248834,55000,11500,4.782608695652174
2022,3er Trimestre,Cdro. Rivadavia - R.Tilly,0.39683026552231127,145000,26666.67,5.437499320312585
2022,3er Trimestre,Gran Mendoza,0.41744904858200016,85000,14250,5.964912280701754
